Theta,Distance,Z
-18.0505,5.9312,0.0
-14.2642,4.6402,0.0
-18.0864,5.8208,0.0
-20.9632,6.6741,0.0
-18.1216,5.7102,0.0
-18.1395,5.6533,0.0
-18.1571,5.5963,0.0
-17.2172,5.2507,0.0
-17.2336,5.1966,0.0
-17.2498,5.1424,0.0
-18.2242,5.374,0.0
-16.3208,4.7571,0.0
-17.2966,4.9826,0.0
-17.3113,4.9313,0.0
-14.439,4.064,0.0
-16.3785,4.5545,0.0
-16.392,4.5059,0.0
-16.4061,4.4544,0.0
-17.3859,4.6618,0.0
-16.433,4.3541,0.0
-14.5117,3.7962,0.0
-13.5553,3.5006,0.0
-14.5346,3.7075,0.0
-14.5462,3.6618,0.0
-13.5871,3.3751,0.0
-12.6258,3.0965,0.0
-14.5794,3.5271,0.0
-16.5358,3.9455,0.0
-13.6273,3.2088,0.0
-13.6373,3.166,0.0
-16.5716,3.7924,0.0
-16.5828,3.7432,0.0
-13.666,3.0397,0.0
-17.5828,3.853,0.0
-14.6618,3.1673,0.0
-17.606,3.7455,0.0
-17.6177,3.6902,0.0
-17.6286,3.6379,0.0
-17.6399,3.5825,0.0
-17.6511,3.527,0.0
-17.6615,3.4746,0.0
-17.6723,3.4191,0.0
-17.6829,3.3636,0.0
-16.7099,3.1272,0.0
-18.6867,3.4364,0.0
-19.6814,3.5554,0.0
-17.7227,3.1473,0.0
-18.7176,3.2634,0.0
-17.7421,3.0359,0.0
-18.7372,3.149,0.0
-17.7603,2.9275,0.0
-19.7438,3.1907,0.0
-17.7779,2.8189,0.0
-22.7274,3.5306,0.0
-21.7498,3.3088,0.0
-21.7595,3.2442,0.0
-18.801,2.7428,0.0
-19.7995,2.8249,0.0
-19.8078,2.7662,0.0
-19.8164,2.7039,0.0
-17.8423,2.3775,0.0
