X,Y,Z
138.6545,-19.3632,320.0
34.6787,-4.7319,320.0
138.7702,-18.5159,320.0
138.8277,-18.0798,320.0
34.7209,-4.4109,320.0
34.7339,-4.3079,320.0
34.7472,-4.1987,320.0
139.041,-16.3582,320.0
34.7722,-3.9864,320.0
34.7846,-3.8771,320.0
34.7966,-3.7678,320.0
139.2305,-14.6583,320.0
34.819,-3.5552,320.0
139.3199,-13.7832,320.0
139.3601,-13.3698,320.0
54.7649,-5.0804,320.0
34.8603,-3.1235,320.0
139.4779,-12.0801,320.0
34.8788,-2.9105,320.0
34.8878,-2.8009,320.0
100.6996,-7.7838,320.0
34.9042,-2.5877,320.0
139.6487,-9.9122,320.0
34.9194,-2.3744,320.0
139.7066,-9.0589,320.0
34.9336,-2.155,320.0
34.9398,-2.0513,320.0
139.7844,-7.7662,320.0
34.952,-1.8318,320.0
34.9573,-1.728,320.0
34.9626,-1.6182,320.0
139.8699,-6.0335,320.0
34.9718,-1.4046,320.0
34.976,-1.2947,320.0
34.9799,-1.1849,320.0
34.9833,-1.0811,320.0
34.9865,-0.9712,320.0
139.9576,-3.4449,320.0
139.9672,-3.0297,320.0
139.976,-2.5899,320.0
34.9959,-0.5375,320.0
139.9893,-1.7348,320.0
139.994,-1.295,320.0
34.9993,-0.2138,320.0
34.9998,-0.11,320.0
35.0,0.0,360.0
34.9998,0.11,360.0
34.9993,0.2138,360.0
85.9963,0.7955,360.0
80.9938,1.0037,360.0
86.9897,1.3362,360.0
91.9843,1.7019,360.0
90.9787,1.9693,360.0
89.9727,2.2146,360.0
34.9865,0.9712,360.0
34.9833,1.0811,360.0
34.9799,1.1849,360.0
84.9418,3.1444,360.0
34.9718,1.4046,360.0
34.9675,1.5084,360.0
86.907,4.0224,360.0
83.8976,4.1473,360.0
73.8986,3.8729,360.0
87.8645,4.8816,360.0
87.8487,5.1576,360.0
34.9336,2.155,360.0
34.9267,2.2647,360.0
34.9194,2.3744,360.0
34.9122,2.478,360.0
34.9042,2.5877,360.0
34.8959,2.6973,360.0
34.8878,2.8009,360.0
34.8788,2.9105,360.0
34.8695,3.02,360.0
48.8045,4.3729,360.0
34.8504,3.233,360.0
81.6252,7.8309,360.0
55.7279,5.5133,360.0
34.819,3.5552,360.0
34.8076,3.6646,360.0
89.477,9.6887,360.0
34.7846,3.8771,360.0
65.5705,7.5172,360.0
34.7603,4.0895,360.0
34.7472,4.1987,360.0
64.5058,8.0003,360.0
80.3542,10.2081,360.0
94.2045,12.2685,360.0
34.6925,4.629,360.0
34.6787,4.7319,360.0
34.6636,4.8408,360.0
83.1558,11.8792,360.0
86.0887,12.559,360.0
34.6174,5.1612,360.0
34.601,5.27,360.0
34.5852,5.3726,360.0
34.5681,5.4812,360.0
34.5507,5.5898,360.0
34.534,5.6923,360.0
34.516,5.8008,360.0
34.4976,5.9092,360.0
68.9598,12.023,360.0
79.7522,14.1629,360.0
34.4414,6.228,360.0
70.8126,13.0221,360.0
34.4027,6.4383,360.0
85.4647,16.2723,360.0
62.8348,12.1569,360.0
84.3825,16.6011,360.0
34.3203,6.8641,360.0
47.0397,9.5532,360.0
68.5555,14.1473,360.0
34.2554,7.1813,360.0
136.9356,29.1315,360.0
81.1286,17.5258,360.0
77.166,16.9237,360.0
74.187,16.5012,360.0
34.141,7.7065,360.0
46.7904,10.7078,360.0
34.0933,7.9149,360.0
64.243,15.1272,360.0
55.4436,13.229,360.0
34.0186,8.23,360.0
61.1867,15.0063,360.0
33.9677,8.4376,360.0
65.9426,16.6004,360.0
62.0142,15.8188,360.0
33.8882,8.7515,360.0
57.0792,14.9319,360.0
135.3303,35.8569,360.0
33.8058,9.0646,360.0
82.0303,22.2718,360.0
58.8183,16.1681,360.0
33.7205,9.3769,360.0
75.0826,21.133,360.0
33.6609,9.5886,360.0
33.6323,9.6884,360.0
33.6017,9.794,360.0
33.5708,9.8995,360.0
33.5413,9.9991,360.0
33.5097,10.1044,360.0
69.8251,21.2944,360.0
33.4474,10.3089,360.0
80.1955,24.9935,360.0
67.7176,21.3383,360.0
60.031,19.1122,360.0
33.3171,10.7226,360.0
56.106,18.2516,360.0
33.2509,10.9259,360.0
33.2164,11.0303,360.0
33.1816,11.1346,360.0
33.1484,11.233,360.0
33.113,11.3371,360.0
61.4291,21.2477,360.0
33.0431,11.5392,360.0
33.0067,11.6429,360.0
32.97,11.7466,360.0
62.1059,22.335,360.0
32.8976,11.9477,360.0
87.3134,32.0213,360.0
61.8967,22.9086,360.0
91.7999,34.3043,360.0
67.3653,25.4149,360.0
32.7102,12.4516,360.0
32.6709,12.5543,360.0
85.7738,33.2695,360.0
66.1185,25.8716,360.0
32.5534,12.856,360.0
32.5129,12.9582,360.0
32.4743,13.0546,360.0
32.4331,13.1565,360.0
32.3916,13.2584,360.0
74.8721,30.9059,360.0
32.31,13.456,360.0
32.2676,13.5574,360.0
32.2272,13.6531,360.0
32.1842,13.7543,360.0
60.6083,26.1272,360.0
32.0995,13.9506,360.0
32.0556,14.0514,360.0
55.791,24.665,360.0
31.9691,14.2469,360.0
31.9242,14.3473,360.0
31.879,14.4475,360.0
31.836,14.5421,360.0
31.7901,14.642,360.0
31.744,14.7418,360.0
31.7001,14.8359,360.0
31.6533,14.9354,360.0
36.1214,17.1826,360.0
126.246,60.514,360.0
31.5138,15.2276,360.0
53.0424,25.8361,360.0
31.4202,15.4198,360.0
60.0542,29.7067,360.0
31.3227,15.6169,360.0
31.2762,15.7098,360.0
31.2267,15.808,360.0
31.1769,15.906,360.0
124.5183,63.9937,360.0
31.0792,16.0961,360.0
69.1491,36.0888,360.0
51.3387,26.9877,360.0
45.9516,24.3404,360.0
30.8773,16.48,360.0
30.8283,16.5716,360.0
50.121,27.1456,360.0
58.8137,32.0929,360.0
122.6947,67.4241,360.0
30.6206,16.9523,360.0
55.0209,30.6872,360.0
30.5164,17.139,360.0
30.4624,17.2348,360.0
33.8834,19.3111,360.0
30.3566,17.4206,360.0
121.2069,70.0635,360.0
44.9377,26.1649,360.0
58.6629,34.3898,360.0
120.5536,71.1817,360.0
30.0823,17.89,360.0
63.4902,38.0131,360.0
37.6797,22.7209,360.0
51.2838,31.1443,360.0
29.8615,18.2562,360.0
29.804,18.3499,360.0
49.2938,30.5634,360.0
44.1129,27.5327,360.0
60.9594,38.3139,360.0
56.6138,35.8313,360.0
29.5187,18.8055,360.0
42.9267,27.5373,360.0
29.4,18.9906,360.0
28.5051,18.5327,360.0
29.2834,19.1698,360.0
29.223,19.2617,360.0
55.8316,37.0383,360.0
28.2733,18.8845,360.0
29.0436,19.5312,360.0
28.9855,19.6173,360.0
28.9238,19.7083,360.0
28.8617,19.799,360.0
28.8028,19.8846,360.0
28.7402,19.975,360.0
72.103,50.4496,360.0
28.6177,20.1502,360.0
28.5542,20.24,360.0
41.5147,29.6231,360.0
36.5529,26.2466,360.0
28.3658,20.5032,360.0
28.3012,20.5922,360.0
49.2183,36.0355,360.0
41.8599,30.8505,360.0
28.1095,20.8532,360.0
36.0611,26.9183,360.0
27.9816,21.0245,360.0
27.9154,21.1123,360.0
27.8527,21.195,360.0
27.7859,21.2824,360.0
110.8758,85.4784,360.0
27.6554,21.4517,360.0
27.5879,21.5385,360.0
27.5239,21.6203,360.0
27.4558,21.7066,360.0
27.3875,21.7928,360.0
109.2908,87.4958,360.0
27.2538,21.9597,360.0
27.1847,22.0452,360.0
27.1192,22.1258,360.0
27.0496,22.2108,360.0
26.9796,22.2957,360.0
36.9098,30.6866,360.0
62.8892,52.6208,360.0
26.7722,22.5443,360.0
62.5666,53.004,360.0
26.634,22.7074,360.0
26.5626,22.791,360.0
26.4948,22.8697,360.0
26.4228,22.9528,360.0
26.3506,23.0357,360.0
51.0625,44.9069,360.0
26.2094,23.1963,360.0
104.5456,93.114,360.0
26.0672,23.3559,360.0
25.9937,23.4377,360.0
25.92,23.5193,360.0
25.8501,23.5961,360.0
25.7758,23.6772,360.0
25.7013,23.758,360.0
25.6307,23.8342,360.0
25.5557,23.9146,360.0
43.6807,41.1339,360.0
25.4091,24.0702,360.0
53.562,51.0599,360.0
25.2574,24.2294,360.0
25.1854,24.3043,360.0
32.2829,31.3499,360.0
40.0515,39.1392,360.0
49.2058,48.3713,360.0
24.8823,24.6145,360.0
24.8048,24.6925,360.0
40.9836,41.0408,360.0
24.6535,24.8436,360.0
54.0658,54.826,360.0
24.5013,24.9937,360.0
54.4277,55.8716,360.0
49.3831,51.0128,360.0
24.2691,25.2193,360.0
24.1897,25.2954,360.0
24.1101,25.3713,360.0
44.636,47.2507,360.0
48.5938,51.7653,360.0
40.9276,43.8741,360.0
41.4772,44.7286,360.0
72.5082,78.6865,360.0
41.1953,44.9883,360.0
23.56,25.883,360.0
38.9073,43.0142,360.0
23.3969,26.0305,360.0
93.2781,104.3992,360.0
23.2374,26.1729,360.0
44.3254,50.242,360.0
23.0771,26.3144,360.0
43.3607,49.7579,360.0
37.3127,43.0902,360.0
22.8327,26.5267,360.0
22.7493,26.5983,360.0
22.6656,26.6697,360.0
22.5864,26.7368,360.0
57.22,68.168,360.0
22.4179,26.8782,360.0
22.3381,26.9446,360.0
22.2533,27.0146,360.0
20.9016,25.5367,360.0
22.0879,27.1501,360.0
22.0025,27.2193,360.0
21.9168,27.2883,360.0
21.8358,27.3532,360.0
21.7497,27.4217,360.0
21.6635,27.4899,360.0
21.5818,27.554,360.0
25.7942,33.146,360.0
21.4083,27.6891,360.0
21.326,27.7525,360.0
40.0502,52.4593,360.0
29.6117,39.0403,360.0
21.0684,27.9486,360.0
39.5632,52.8276,360.0
38.2032,51.347,360.0
20.809,28.1423,360.0
20.7205,28.2075,360.0
20.6317,28.2724,360.0
20.5478,28.3335,360.0
20.4587,28.3979,360.0
34.3369,47.9789,360.0
20.2848,28.5224,360.0
20.1951,28.586,360.0
20.1052,28.6493,360.0
20.0201,28.7088,360.0
24.4852,35.3479,360.0
19.8393,28.834,360.0
19.7537,28.8928,360.0
19.6628,28.9547,360.0
37.4659,55.5455,360.0
34.5173,51.503,360.0
39.3424,59.1031,360.0
38.605,58.3922,360.0
19.2158,29.2533,360.0
33.8764,51.9267,360.0
40.782,62.943,360.0
18.9444,29.4298,360.0
18.8518,29.4891,360.0
40.734,64.1618,360.0
37.3427,59.2075,360.0
48.8342,77.9693,360.0
18.485,29.7205,360.0
42.5752,68.9083,360.0
35.0373,57.1086,360.0
35.8983,58.9264,360.0
18.1205,29.9441,360.0
26.782,44.5727,360.0
35.3516,59.2559,360.0
17.8427,30.1104,360.0
17.7481,30.1663,360.0
17.6532,30.2219,360.0
24.087,41.5189,360.0
17.4682,30.3292,360.0
17.3729,30.3839,360.0
69.1306,121.7414,360.0
17.187,30.4895,360.0
30.2756,54.1053,360.0
17.0004,30.5939,360.0
67.6167,122.5886,360.0
42.2597,77.1889,360.0
37.2543,68.5282,360.0
42.2622,78.3256,360.0
16.5231,30.8543,360.0
65.726,123.6127,360.0
16.3343,30.9546,360.0
31.5462,60.2398,360.0
34.5963,66.5439,360.0
16.0473,31.1044,360.0
15.9495,31.1547,360.0
63.428,124.8074,360.0
15.7589,31.2515,360.0
15.6661,31.2981,360.0
15.5677,31.3472,360.0
25.1926,51.1305,360.0
15.3759,31.4417,360.0
22.2609,45.8852,360.0
15.1781,31.5377,360.0
15.0844,31.5826,360.0
14.9851,31.6298,360.0
14.8857,31.6767,360.0
14.7916,31.7208,360.0
14.6919,31.7671,360.0
14.592,31.8131,360.0
14.4976,31.8562,360.0
14.3974,31.9016,360.0
32.6792,73.021,360.0
14.2023,31.989,360.0
14.1017,32.0334,360.0
14.001,32.0776,360.0
55.6231,128.4759,360.0
13.8048,32.1625,360.0
13.7037,32.2057,360.0
13.6081,32.2462,360.0
54.0268,129.1553,360.0
29.8745,72.0522,360.0
13.3092,32.3707,360.0
13.2075,32.4124,360.0
13.1056,32.4537,360.0
13.0092,32.4925,360.0
12.9071,32.5332,360.0
12.8048,32.5736,360.0
12.7081,32.6114,360.0
12.6056,32.6512,360.0
31.0788,81.2595,360.0
12.4059,32.7276,360.0
26.7151,71.1499,360.0
21.6115,58.1115,360.0
48.4105,131.3637,360.0
11.9994,32.8788,360.0
24.132,66.7731,360.0
11.7983,32.9515,360.0
11.6948,32.9884,360.0
36.0979,102.8491,360.0
11.493,33.0592,360.0
19.5242,56.7345,360.0
19.9907,58.6888,360.0
11.1867,33.1641,360.0
11.0825,33.1991,360.0
10.9781,33.2337,360.0
43.5179,133.0646,360.0
28.0148,86.5804,360.0
25.9135,80.9536,360.0
10.5713,33.3654,360.0
10.4664,33.3984,360.0
10.3615,33.4311,360.0
10.2622,33.4617,360.0
10.157,33.4938,360.0
10.0518,33.5255,360.0
39.809,134.2209,360.0
9.8468,33.5863,360.0
9.7412,33.6171,360.0
19.5583,68.253,360.0
9.5357,33.676,360.0
21.8234,78.0048,360.0
9.3298,33.7336,360.0
9.2238,33.7627,360.0
16.6723,61.7902,360.0
24.7333,92.7592,360.0
8.9111,33.8466,360.0
18.3641,70.6524,360.0
8.7041,33.9004,360.0
8.5976,33.9276,360.0
8.491,33.9544,360.0
15.3421,62.1339,360.0
16.0935,66.0682,360.0
14.9514,62.2291,360.0
8.0755,34.0556,360.0
7.9685,34.0808,360.0
18.6427,80.8792,360.0
17.5158,77.0337,360.0
30.6116,136.6123,360.0
12.7197,57.6126,360.0
7.4441,34.1992,360.0
12.7867,59.6448,360.0
7.2291,34.2453,360.0
7.1275,34.2666,360.0
7.0198,34.2888,360.0
6.912,34.3107,360.0
27.2407,137.3242,360.0
6.7023,34.3523,360.0
18.0873,94.2807,360.0
11.6862,61.9066,360.0
6.3842,34.4128,360.0
6.2761,34.4327,360.0
24.6957,137.8047,360.0
6.0657,34.4704,360.0
5.9573,34.4893,360.0
5.855,34.5068,360.0
10.508,63.1315,360.0
16.592,101.6548,360.0
5.5355,34.5595,360.0
5.4269,34.5767,360.0
5.3183,34.5936,360.0
14.3057,94.9281,360.0
5.1069,34.6254,360.0
4.9981,34.6413,360.0
11.7486,83.1743,360.0
4.7864,34.6712,360.0
4.6774,34.686,360.0
7.7113,58.4939,360.0
4.4654,34.714,360.0
4.3564,34.7278,360.0
4.2533,34.7406,360.0
4.1441,34.7538,360.0
13.8341,119.1999,360.0
3.9318,34.7785,360.0
15.2899,139.1626,360.0
10.503,98.4413,360.0
3.6099,34.8133,360.0
7.3011,72.634,360.0
9.0106,92.5625,360.0
6.5754,69.6905,360.0
7.2645,79.6695,360.0
8.417,95.6303,360.0
2.9652,34.8742,360.0
11.4227,139.5332,360.0
5.4137,68.7873,360.0
6.5686,86.7517,360.0
7.0197,96.7457,360.0
4.9849,71.8272,360.0
6.296,94.7911,360.0
2.2099,34.9302,360.0
2.1001,34.9369,360.0
1.9964,34.943,360.0
1.8867,34.9491,360.0
1.7769,34.9549,360.0
1.6731,34.96,360.0
1.5633,34.9651,360.0
1.4534,34.9698,360.0
1.3497,34.974,360.0
1.2398,34.978,360.0
1.1299,34.9818,360.0
1.0261,34.985,360.0
2.0942,79.9726,360.0
0.8124,34.9906,360.0
0.7024,34.993,360.0
1.4728,86.9875,360.0
0.4887,34.9966,360.0
0.3787,34.998,360.0
0.2688,34.999,360.0
0.1649,34.9996,360.0
0.1351,85.9999,360.0
-0.055,35.0,360.0
-0.3494,76.9992,360.0
-0.4838,62.9981,360.0
-1.0929,100.9941,360.0
-0.4826,34.9967,360.0
-0.5925,34.995,360.0
-0.7024,34.993,360.0
-0.8063,34.9907,360.0
-0.9162,34.988,360.0
-1.0261,34.985,360.0
-1.1299,34.9818,360.0
-1.2398,34.978,360.0
-1.3497,34.974,360.0
-1.4534,34.9698,360.0
-2.3673,52.9471,360.0
-1.6731,34.96,360.0
-1.7769,34.9549,360.0
-1.8867,34.9491,360.0
-1.9964,34.943,360.0
-2.1001,34.9369,360.0
-2.2099,34.9302,360.0
-2.3196,34.9231,360.0
-3.0463,43.8944,360.0
-2.5329,34.9082,360.0
-2.6425,34.9001,360.0
-4.3937,55.8274,360.0
-2.8557,34.8833,360.0
-7.0319,82.7016,360.0
-12.2748,139.4608,360.0
-7.0829,77.6777,360.0
-3.2877,34.8452,360.0
-3.3911,34.8353,360.0
-3.5005,34.8245,360.0
-14.4396,139.2534,360.0
-9.1238,85.5147,360.0
-3.8225,34.7906,360.0
-7.4142,65.5822,360.0
-4.0349,34.7666,360.0
-4.1441,34.7538,360.0
-4.2533,34.7406,360.0
-17.4254,138.9113,360.0
-4.4654,34.714,360.0
-10.7173,81.2966,360.0
-4.6774,34.686,360.0
-4.7864,34.6712,360.0
-4.8953,34.656,360.0
-8.8537,61.3646,360.0
-8.6087,58.3686,360.0
-8.196,54.3859,360.0
-10.0288,65.2336,360.0
-6.6674,42.4799,360.0
-9.8058,61.2197,360.0
-10.3096,63.1642,360.0
-9.1945,55.24,360.0
-5.855,34.5068,360.0
-13.1061,75.8764,360.0
-12.6512,71.8954,360.0
-11.4658,63.9807,360.0
-12.7315,69.8492,360.0
-6.3842,34.4128,360.0
-12.0572,63.8719,360.0
-6.5943,34.3732,360.0
-6.7023,34.3523,360.0
-11.6746,58.8532,360.0
-6.912,34.3107,360.0
-11.0311,53.8824,360.0
-11.8112,56.7846,360.0
-7.2291,34.2453,360.0
-9.0136,42.0447,360.0
-7.4441,34.1992,360.0
-12.9353,58.5891,360.0
-12.4633,55.6207,360.0
-13.5248,59.4818,360.0
-7.8614,34.1057,360.0
-7.9685,34.0808,360.0
-15.4588,65.1922,360.0
-8.1765,34.0315,360.0
-8.2834,34.0057,360.0
-17.4995,70.8715,360.0
-13.5856,54.3271,360.0
-8.5976,33.9276,360.0
-13.9266,54.2407,360.0
-13.5844,52.2634,360.0
-16.8037,63.825,360.0
-15.716,58.9407,360.0
-16.9328,62.7557,360.0
-13.9674,51.1264,360.0
-9.3298,33.7336,360.0
-17.5126,62.5964,360.0
-13.0775,46.1842,360.0
-16.5282,57.6786,360.0
-11.9678,41.301,360.0
-16.0362,54.6977,360.0
-21.6106,72.8628,360.0
-18.0932,60.346,360.0
-19.1533,63.1597,360.0
-12.9011,42.0662,360.0
-12.7298,41.0725,360.0
-10.4664,33.3984,360.0
-10.5713,33.3654,360.0
-19.2065,60.0009,360.0
-15.3927,47.5717,360.0
-17.718,54.1763,360.0
-10.3508,31.3347,360.0
-14.8822,44.5816,360.0
-21.4146,63.4855,360.0
-15.7991,46.3831,360.0
-11.3891,33.0951,360.0
-11.493,33.0592,360.0
-12.5846,35.8557,360.0
-21.0506,59.3791,360.0
-17.529,48.9565,360.0
-16.6545,46.0828,360.0
-18.8562,51.6667,360.0
-14.869,40.3474,360.0
-17.7772,47.8014,360.0
-13.0061,34.6387,360.0
-14.1782,37.4029,360.0
-20.3619,53.239,360.0
-12.6056,32.6512,360.0
-15.2497,39.1337,360.0
-19.0243,48.395,360.0
-19.1762,48.335,360.0
-17.8412,44.5611,360.0
-17.5989,43.5807,360.0
-11.3207,27.782,360.0
-14.0697,34.2205,360.0
-19.9163,48.0348,360.0
-13.5067,32.2888,360.0
-13.6081,32.2462,360.0
-14.4868,34.0461,360.0
-13.8048,32.1625,360.0
-22.6466,52.3081,360.0
-20.8015,47.6581,360.0
-15.7134,35.6944,360.0
-14.1967,31.9915,360.0
-14.2971,31.9467,360.0
-15.2201,33.7246,360.0
-15.7342,34.5895,360.0
-21.6796,47.2652,360.0
-14.6919,31.7671,360.0
-14.7861,31.7234,360.0
-16.1616,34.3919,360.0
-18.8385,39.7632,360.0
-15.0789,31.5852,360.0
-22.1166,45.9549,360.0
-16.15,33.2893,360.0
-19.762,40.4285,360.0
-21.6568,43.9543,360.0
-14.2333,28.6603,360.0
-14.3183,28.6179,360.0
-19.8112,39.2876,360.0
-16.7631,32.9848,360.0
-15.0381,29.3744,360.0
-16.0473,31.1044,360.0
-13.8385,26.6176,360.0
-16.237,31.0058,360.0
-16.3343,30.9546,360.0
-21.1262,39.7326,360.0
-16.5231,30.8543,360.0
-16.62,30.8022,360.0
-16.7167,30.7499,360.0
-14.4067,26.3144,360.0
-16.9042,30.6472,360.0
-14.5718,26.2233,360.0
-17.0911,30.5433,360.0
-17.187,30.4895,360.0
-14.8137,26.0874,360.0
-17.3729,30.3839,360.0
-17.4682,30.3292,360.0
-17.5634,30.2742,360.0
-17.6532,30.2219,360.0
-15.2126,25.8568,360.0
-17.3329,29.2501,360.0
-19.9814,33.4925,360.0
-23.1767,38.5725,360.0
-18.1205,29.9441,360.0
-18.2093,29.8902,360.0
-18.3031,29.8328,360.0
-22.076,35.7302,360.0
-18.485,29.7205,360.0
-18.5782,29.6622,360.0
-18.6713,29.6037,360.0
-18.7591,29.5482,360.0
-18.8518,29.4891,360.0
-18.9444,29.4298,360.0
-19.0316,29.3734,360.0
-19.1238,29.3135,360.0
-19.2158,29.2533,360.0
-19.3025,29.1961,360.0
-19.3941,29.1353,360.0
-19.4856,29.0743,360.0
-17.8942,26.5292,360.0
-16.8538,24.8183,360.0
-19.1893,28.0673,360.0
-19.8393,28.834,360.0
-19.9298,28.7716,360.0
-20.0201,28.7088,360.0
-20.1052,28.6493,360.0
-19.0411,26.9525,360.0
-20.2848,28.5224,360.0
-22.6973,31.7149,360.0
-20.4587,28.3979,360.0
-20.5478,28.3335,360.0
-20.6317,28.2724,360.0
-19.5364,26.5956,360.0
-20.809,28.1423,360.0
-20.8924,28.0804,360.0
-20.3811,27.2142,360.0
-21.0684,27.9486,360.0
-21.1512,27.8859,360.0
-21.2387,27.8193,360.0
-21.326,27.7525,360.0
-18.35,23.7335,360.0
-21.4952,27.6217,360.0
-21.5818,27.554,360.0
-21.6635,27.4899,360.0
-21.7497,27.4217,360.0
-21.8358,27.3532,360.0
-21.9168,27.2883,360.0
-22.0025,27.2193,360.0
-22.0879,27.1501,360.0
-22.1683,27.0844,360.0
-22.2533,27.0146,360.0
-22.3381,26.9446,360.0
-22.4179,26.8782,360.0
-22.5022,26.8076,360.0
-22.5864,26.7368,360.0
-22.6656,26.6697,360.0
-22.7493,26.5983,360.0
-22.8327,26.5267,360.0
-22.9113,26.4589,360.0
-22.9943,26.3868,360.0
-23.0771,26.3144,360.0
-23.1551,26.2458,360.0
-25.2292,28.4163,360.0
-23.3195,26.0998,360.0
-23.3969,26.0305,360.0
-20.1245,22.2487,360.0
-23.56,25.883,360.0
-23.6366,25.813,360.0
-23.7176,25.7386,360.0
-23.7984,25.6639,360.0
-23.8744,25.5932,360.0
-23.9547,25.5181,360.0
-24.0347,25.4427,360.0
-27.5544,28.9957,360.0
-24.1897,25.2954,360.0
-24.2691,25.2193,360.0
-24.3438,25.1472,360.0
-24.4227,25.0706,360.0
-24.5013,24.9937,360.0
-23.1711,23.4969,360.0
-24.6535,24.8436,360.0
-24.7315,24.766,360.0
-24.8048,24.6925,360.0
-24.8823,24.6145,360.0
-24.9595,24.5362,360.0
-25.0322,24.462,360.0
-25.1089,24.3833,360.0
-25.1854,24.3043,360.0
-25.2574,24.2294,360.0
-25.3334,24.15,360.0
-25.4091,24.0702,360.0
-25.4804,23.9947,360.0
-25.5557,23.9146,360.0
-25.6307,23.8342,360.0
-25.7013,23.758,360.0
-25.7758,23.6772,360.0
-25.8501,23.5961,360.0
-25.92,23.5193,360.0
-25.9937,23.4377,360.0
-26.0672,23.3559,360.0
-26.1364,23.2785,360.0
-26.2094,23.1963,360.0
-26.2821,23.1138,360.0
-26.3506,23.0357,360.0
-26.4228,22.9528,360.0
-26.4948,22.8697,360.0
-106.2503,91.164,360.0
-26.634,22.7074,360.0
-26.7052,22.6237,360.0
-26.7722,22.5443,360.0
-26.8429,22.4601,360.0
-26.9134,22.3757,360.0
-26.9796,22.2957,360.0
-27.0496,22.2108,360.0
-27.1192,22.1258,360.0
-27.1847,22.0452,360.0
-27.2538,21.9597,360.0
-27.3227,21.874,360.0
-27.3875,21.7928,360.0
-23.5336,18.6057,360.0
-27.5239,21.6203,360.0
-27.5879,21.5385,360.0
-27.6554,21.4517,360.0
-27.7227,21.3648,360.0
-27.7859,21.2824,360.0
-27.8527,21.195,360.0
-27.9191,21.1074,360.0
-27.9816,21.0245,360.0
-28.0475,20.9365,360.0
-28.1132,20.8482,360.0
-28.1749,20.7647,360.0
-28.24,20.6761,360.0
-28.3048,20.5873,360.0
-28.3658,20.5032,360.0
-28.4301,20.414,360.0
-28.494,20.3246,360.0
-28.5542,20.24,360.0
-28.6177,20.1502,360.0
-28.6773,20.0652,360.0
-28.7402,19.975,360.0
-28.8028,19.8846,360.0
-28.8617,19.799,360.0
-28.9238,19.7083,360.0
-28.9855,19.6173,360.0
-29.0436,19.5312,360.0
-29.1048,19.4399,360.0
-29.1658,19.3483,360.0
-29.223,19.2617,360.0
-29.2834,19.1698,360.0
-29.3435,19.0777,360.0
-29.4,18.9906,360.0
-29.4595,18.8981,360.0
-29.5187,18.8055,360.0
-29.5744,18.7178,360.0
-29.633,18.6248,360.0
-29.6914,18.5316,360.0
-29.7462,18.4435,360.0
-29.804,18.3499,360.0
-33.2743,20.3426,360.0
-29.9156,18.1675,360.0
-29.9725,18.0734,360.0
-30.0291,17.9792,360.0
-120.3294,71.56,360.0
-30.1384,17.7954,360.0
-30.1942,17.7006,360.0
-30.2465,17.611,360.0
-30.3017,17.5159,360.0
-30.3566,17.4206,360.0
-30.4082,17.3304,360.0
-30.4624,17.2348,360.0
-122.0658,68.5562,360.0
-30.5672,17.0484,360.0
-30.6206,16.9523,360.0
-30.6737,16.856,360.0
-30.7236,16.7649,360.0
-30.7761,16.6683,360.0
-30.8283,16.5716,360.0
-30.8773,16.48,360.0
-30.9289,16.3829,360.0
-123.921,65.1428,360.0
-31.0284,16.1937,360.0
-31.0792,16.0961,360.0
-31.1296,15.9984,360.0
-124.7076,63.624,360.0
-124.9069,63.2319,360.0
-31.2762,15.7098,360.0
-125.2908,62.4677,360.0
-31.3716,15.5184,360.0
-31.4202,15.4198,360.0
-31.4658,15.3265,360.0
-31.5138,15.2276,360.0
-126.246,60.514,360.0
-126.425,60.1392,360.0
-31.6533,14.9354,360.0
-31.7001,14.8359,360.0
-31.744,14.7418,360.0
-31.7901,14.642,360.0
-31.836,14.5421,360.0
-127.5159,57.7901,360.0
-31.9242,14.3473,360.0
-31.9691,14.2469,360.0
-32.0113,14.152,360.0
-32.0556,14.0514,360.0
-128.3982,55.8025,360.0
-128.5632,55.4213,360.0
-128.7366,55.0171,360.0
-32.2272,13.6531,360.0
-129.0703,54.2297,360.0
-32.31,13.456,360.0
-32.3521,13.3544,360.0
-32.3916,13.2584,360.0
-32.4331,13.1565,360.0
-32.4743,13.0546,360.0
-32.5129,12.9582,360.0
-32.5534,12.856,360.0
-32.5936,12.7536,360.0
-32.6313,12.6569,360.0
-32.6709,12.5543,360.0
-32.7102,12.4516,360.0
-32.747,12.3545,360.0
-131.1427,49.0061,360.0
-32.824,12.1485,360.0
-32.8599,12.051,360.0
-131.5904,47.791,360.0
-32.935,11.8443,360.0
-32.97,11.7466,360.0
-33.0067,11.6429,360.0
-33.0431,11.5392,360.0
-33.0772,11.4411,360.0
-33.113,11.3371,360.0
-33.1484,11.233,360.0
-33.1816,11.1346,360.0
-33.2164,11.0303,360.0
-33.2509,10.9259,360.0
-33.2832,10.8272,360.0
-33.3171,10.7226,360.0
-133.4023,42.4715,360.0
-33.3819,10.5189,360.0
-33.4148,10.414,360.0
-133.7894,41.2357,360.0
-33.4778,10.2096,360.0
-33.5097,10.1044,360.0
-134.1652,39.9964,360.0
-134.2832,39.5981,360.0
-134.407,39.1761,360.0
-33.6323,9.6884,360.0
-33.6609,9.5886,360.0
-33.6909,9.4828,360.0
-134.8821,37.5075,360.0
-33.7482,9.2768,360.0
-33.7772,9.1707,360.0
-33.8058,9.0646,360.0
-135.3303,35.8569,360.0
