Theta,Distance,Z
246.25,32.00,0
246.42,25.00,0
246.60,43.00,0
246.78,8.00,0
246.95,28.00,0
247.13,9.00,0
247.31,12.00,0
247.48,32.00,0
247.66,8.00,0
247.84,9.00,0
248.01,12.00,0
248.19,12.00,0
248.37,30.00,0
248.54,24.00,0
248.72,25.00,0
248.90,17.00,0
249.07,8.00,0
249.25,29.00,0
249.43,13.00,0
249.60,42.00,0
249.78,39.00,0
249.96,19.00,0
250.13,27.00,0
250.31,10.00,0
250.49,25.00,0
250.66,8.00,0
250.84,28.00,0
251.02,29.00,0
251.19,5.00,0
251.37,42.00,0
251.55,18.00,0
251.72,38.00,0
251.90,22.00,0
252.08,29.00,0
252.25,19.00,0
252.43,33.00,0
252.61,34.00,0
252.78,12.00,0
252.96,35.00,0
253.14,19.00,0
253.31,17.00,0
253.49,18.00,0
253.67,39.00,0
253.84,5.00,0
254.02,35.00,0
254.20,13.00,0
254.37,32.00,0
254.55,27.00,0
254.73,30.00,0
254.90,5.00,0
255.08,44.00,0
255.26,27.00,0
255.43,32.00,0
255.61,23.00,0
255.79,50.00,0
255.96,29.00,0
256.14,43.00,0
256.32,5.00,0
256.49,32.00,0
256.67,5.00,0
256.84,40.00,0
257.02,34.00,0
257.20,8.00,0
257.37,34.00,0
257.55,40.00,0
257.73,51.00,0
257.90,29.00,0
258.08,19.00,0
258.26,32.00,0
258.43,5.00,0
258.61,5.00,0
258.79,52.00,0
258.96,13.00,0
259.14,5.00,0
259.32,5.00,0
259.49,5.00,0
259.67,12.00,0
259.85,23.00,0
260.02,19.00,0
260.20,5.00,0
260.38,24.00,0
260.55,32.00,0
260.73,35.00,0
260.91,24.00,0
261.08,25.00,0
261.26,24.00,0
261.44,5.00,0
261.61,15.00,0
261.79,5.00,0
261.97,7.00,0
262.14,32.00,0
262.32,17.00,0
262.50,5.00,0
262.67,19.00,0
262.85,19.00,0
263.03,43.00,0
263.20,5.00,0
263.38,18.00,0
263.56,1.00,0
263.73,24.00,0
263.91,5.00,0
264.09,18.00,0
264.26,8.00,0
264.44,14.00,0
264.62,5.00,0
264.79,17.00,0
264.97,28.00,0
265.15,20.00,0
265.32,5.00,0
265.50,7.00,0
265.68,7.00,0
265.85,17.00,0
266.03,28.00,0
266.21,5.00,0
266.38,17.00,0
266.56,7.00,0
266.74,5.00,0
266.91,5.00,0
267.09,5.00,0
267.27,5.00,0
267.44,5.00,0
267.62,22.00,0
267.80,37.00,0
267.97,4.00,0
268.15,10.00,0
268.33,33.00,0
268.50,1.00,0
268.68,12.00,0
268.86,10.00,0
269.03,15.00,0
269.21,38.00,0
269.39,24.00,0
269.56,5.00,0
269.74,20.00,0
269.92,7.00,0
270.09,12.00,0
270.27,19.00,0
270.45,5.00,0
270.62,5.00,0
270.80,15.00,0
270.98,23.00,0
271.15,25.00,0
271.33,30.00,0
271.51,24.00,0
271.68,29.00,0
271.86,5.00,0
272.04,32.00,0
272.21,29.00,0
272.39,9.00,0
272.57,8.00,0
272.74,9.00,0
272.92,23.00,0
273.10,10.00,0
273.27,10.00,0
273.45,27.00,0
273.63,18.00,0
273.80,5.00,0
273.98,5.00,0
274.16,20.00,0
274.33,25.00,0
274.51,27.00,0
274.69,15.00,0
274.86,14.00,0
275.04,22.00,0
275.22,19.00,0
275.39,13.00,0
275.57,14.00,0
275.75,38.00,0
275.92,33.00,0
276.10,18.00,0
276.27,5.00,0
276.45,19.00,0
276.63,8.00,0
276.80,8.00,0
276.98,12.00,0
277.16,13.00,0
277.33,5.00,0
277.51,18.00,0
277.69,28.00,0
277.86,19.00,0
278.04,29.00,0
278.22,30.00,0
278.39,12.00,0
278.57,18.00,0
278.75,13.00,0
278.92,5.00,0
279.10,18.00,0
279.28,5.00,0
279.45,18.00,0
279.63,17.00,0
279.81,18.00,0
279.98,14.00,0
280.16,17.00,0
280.34,15.00,0
280.51,8.00,0
280.69,5.00,0
280.87,14.00,0
281.04,23.00,0
281.22,27.00,0
281.40,5.00,0
281.57,22.00,0
281.75,24.00,0
281.93,24.00,0
282.10,5.00,0
282.28,5.00,0
282.46,19.00,0
282.63,12.00,0
282.81,18.00,0
282.99,4.00,0
283.16,15.00,0
283.34,30.00,0
283.52,25.00,0
283.69,5.00,0
283.87,17.00,0
284.05,28.00,0
284.22,25.00,0
284.40,9.00,0
284.58,15.00,0
284.75,8.00,0
284.93,18.00,0
285.11,28.00,0
285.28,5.00,0
285.46,19.00,0
285.64,19.00,0
285.81,12.00,0
285.99,29.00,0
286.17,12.00,0
286.34,20.00,0
286.52,18.00,0
286.70,15.00,0
286.87,5.00,0
287.05,24.00,0
287.23,24.00,0
287.40,20.00,0
287.58,20.00,0
287.76,19.00,0
287.93,25.00,0
288.11,10.00,0
288.29,18.00,0
288.46,10.00,0
288.64,5.00,0
288.82,15.00,0
288.99,19.00,0
289.17,18.00,0
289.35,25.00,0
289.52,25.00,0
289.70,5.00,0
289.88,25.00,0
290.05,10.00,0
290.23,18.00,0
290.41,14.00,0
290.58,5.00,0
290.76,5.00,0
290.94,29.00,0
291.11,19.00,0
291.29,5.00,0
291.47,22.00,0
291.64,25.00,0
291.82,24.00,0
292.00,5.00,0
292.17,19.00,0
292.35,13.00,0
292.53,13.00,0
292.70,12.00,0
292.88,4.00,0
293.06,5.00,0
293.23,15.00,0
293.41,12.00,0
293.59,17.00,0
293.76,5.00,0
293.94,28.00,0
294.12,23.00,0
294.29,17.00,0
294.47,5.00,0
294.65,12.00,0
294.82,17.00,0
295.00,28.00,0
295.17,8.00,0
295.35,9.00,0
295.53,5.00,0
295.70,10.00,0
295.88,19.00,0
296.06,17.00,0
296.23,23.00,0
296.41,5.00,0
296.59,9.00,0
296.76,20.00,0
296.94,20.00,0
297.12,12.00,0
297.29,17.00,0
297.47,15.00,0
297.65,23.00,0
297.82,5.00,0
298.00,20.00,0
298.18,5.00,0
298.35,15.00,0
298.53,17.00,0
298.71,23.00,0
298.88,20.00,0
299.06,5.00,0
299.24,15.00,0
299.41,24.00,0
299.59,4.00,0
299.77,5.00,0
299.94,19.00,0
300.12,7.00,0
300.30,4.00,0
300.47,18.00,0
300.65,5.00,0
300.83,5.00,0
301.00,25.00,0
301.18,33.00,0
301.36,18.00,0
301.53,38.00,0
301.71,28.00,0
301.89,15.00,0
302.06,18.00,0
302.24,10.00,0
302.42,13.00,0
302.59,13.00,0
302.77,14.00,0
302.95,25.00,0
303.12,9.00,0
303.30,27.00,0
303.48,25.00,0
303.65,27.00,0
303.83,30.00,0
304.01,19.00,0
304.18,25.00,0
304.36,18.00,0
304.54,20.00,0
304.71,43.00,0
304.89,32.00,0
305.07,39.00,0
305.24,17.00,0
305.42,47.00,0
305.60,13.00,0
305.77,33.00,0
305.95,15.00,0
306.13,24.00,0
306.30,33.00,0
306.48,23.00,0
306.66,24.00,0
306.83,15.00,0
307.01,28.00,0
307.19,38.00,0
307.36,27.00,0
307.54,18.00,0
307.72,30.00,0
307.89,23.00,0
308.07,38.00,0
308.25,35.00,0
308.42,45.00,0
308.60,40.00,0
308.78,13.00,0
308.95,23.00,0
309.13,32.00,0
309.31,27.00,0
309.48,37.00,0
309.66,13.00,0
309.84,38.00,0
310.01,43.00,0
310.19,44.00,0
310.37,30.00,0
310.54,39.00,0
310.72,28.00,0
310.90,30.00,0
311.07,48.00,0
311.25,34.00,0
311.43,38.00,0
311.60,37.00,0
311.78,34.00,0
311.96,33.00,0
312.13,27.00,0
312.31,44.00,0
312.49,42.00,0
312.66,33.00,0
312.84,29.00,0
313.02,47.00,0
313.19,33.00,0
313.37,52.00,0
313.55,44.00,0
313.72,42.00,0
313.90,50.00,0
314.07,33.00,0
314.25,49.00,0
314.43,35.00,0
314.60,35.00,0
314.78,37.00,0
314.96,34.00,0
315.13,40.00,0
315.31,45.00,0
315.49,32.00,0
315.66,18.00,0
315.84,35.00,0
316.02,45.00,0
316.19,34.00,0
316.37,40.00,0
316.55,48.00,0
316.72,40.00,0
316.90,39.00,0
317.08,44.00,0
317.25,53.00,0
317.43,39.00,0
317.61,35.00,0
317.78,39.00,0
317.96,38.00,0
318.14,47.00,0
318.31,51.00,0
318.49,55.00,0
318.67,58.00,0
318.84,37.00,0
319.02,40.00,0
319.20,58.00,0
319.37,61.00,0
319.55,56.00,0
319.73,61.00,0
319.90,52.00,0
320.08,58.00,0
320.26,58.00,0
320.43,67.00,0
320.61,43.00,0
320.79,54.00,0
320.96,48.00,0
321.14,44.00,0
321.32,48.00,0
321.49,47.00,0
321.67,43.00,0
321.85,45.00,0
322.02,49.00,0
322.20,44.00,0
322.38,55.00,0
322.55,55.00,0
322.73,59.00,0
322.91,29.00,0
323.08,54.00,0
323.26,42.00,0
323.44,20.00,0
323.61,23.00,0
323.79,33.00,0
323.97,39.00,0
324.14,33.00,0
324.32,34.00,0
324.50,25.00,0
324.67,24.00,0
324.85,35.00,0
325.03,285.00,0
325.20,310.00,0
325.38,312.00,0
325.56,311.00,0
325.73,309.00,0
325.91,312.00,0
326.09,306.00,0
326.26,308.00,0
326.44,311.00,0
326.62,307.00,0
326.79,307.00,0
326.97,308.00,0
327.15,315.00,0
327.32,308.00,0
327.50,304.00,0
327.68,305.00,0
327.85,303.00,0
328.03,307.00,0
328.21,306.00,0
328.38,305.00,0
328.56,304.00,0
328.74,303.00,0
328.91,310.00,0
329.09,303.00,0
329.27,304.00,0
329.44,303.00,0
329.62,301.00,0
329.80,303.00,0
329.97,300.00,0
330.15,304.00,0
330.33,302.00,0
330.50,302.00,0
330.68,298.00,0
330.86,301.00,0
331.03,302.00,0
331.21,302.00,0
331.39,299.00,0
331.56,299.00,0
331.74,298.00,0
331.92,297.00,0
332.09,298.00,0
332.27,299.00,0
332.45,297.00,0
332.62,298.00,0
332.80,299.00,0
332.97,295.00,0
333.15,299.00,0
333.33,294.00,0
333.50,293.00,0
333.68,293.00,0
333.86,296.00,0
334.03,295.00,0
334.21,293.00,0
334.39,296.00,0
334.56,295.00,0
334.74,292.00,0
334.92,294.00,0
335.09,292.00,0
335.27,290.00,0
335.45,290.00,0
335.62,288.00,0
335.80,290.00,0
335.98,289.00,0
336.15,288.00,0
336.33,292.00,0
336.51,291.00,0
336.68,289.00,0
336.86,287.00,0
337.04,286.00,0
337.21,287.00,0
337.39,293.00,0
337.57,290.00,0
337.74,291.00,0
337.92,288.00,0
338.10,288.00,0
338.27,291.00,0
338.45,290.00,0
338.63,290.00,0
338.80,288.00,0
338.98,289.00,0
339.16,287.00,0
339.33,288.00,0
339.51,287.00,0
339.69,285.00,0
339.86,288.00,0
340.04,286.00,0
340.22,287.00,0
340.39,285.00,0
340.57,287.00,0
340.75,283.00,0
340.92,285.00,0
341.10,286.00,0
341.28,283.00,0
341.45,283.00,0
341.63,285.00,0
341.81,285.00,0
341.98,283.00,0
342.16,283.00,0
342.34,285.00,0
342.51,283.00,0
342.69,283.00,0
342.87,281.00,0
343.04,281.00,0
343.22,283.00,0
343.40,283.00,0
343.57,282.00,0
343.75,279.00,0
343.93,280.00,0
344.10,278.00,0
344.28,278.00,0
344.46,280.00,0
344.63,280.00,0
344.81,279.00,0
344.99,278.00,0
345.16,281.00,0
345.34,282.00,0
345.52,280.00,0
345.69,279.00,0
345.87,277.00,0
346.05,279.00,0
346.22,277.00,0
346.40,278.00,0
346.58,276.00,0
346.75,276.00,0
346.93,278.00,0
347.11,278.00,0
347.28,278.00,0
347.46,276.00,0
347.64,277.00,0
347.81,276.00,0
347.99,274.00,0
348.17,276.00,0
348.34,277.00,0
348.52,275.00,0
348.70,274.00,0
348.87,277.00,0
349.05,278.00,0
349.23,275.00,0
349.40,275.00,0
349.58,274.00,0
349.76,275.00,0
349.93,275.00,0
350.11,273.00,0
350.29,275.00,0
350.46,273.00,0
350.64,276.00,0
350.82,275.00,0
350.99,275.00,0
351.17,275.00,0
351.35,272.00,0
351.52,273.00,0
351.70,272.00,0
351.88,272.00,0
352.05,272.00,0
352.23,273.00,0
352.40,272.00,0
352.58,272.00,0
352.76,271.00,0
352.93,271.00,0
353.11,274.00,0
353.29,271.00,0
353.46,271.00,0
353.64,273.00,0
353.82,270.00,0
353.99,270.00,0
354.17,271.00,0
354.35,271.00,0
354.52,270.00,0
354.70,270.00,0
354.88,271.00,0
355.05,271.00,0
355.23,271.00,0
355.41,270.00,0
355.58,270.00,0
355.76,269.00,0
355.94,269.00,0
356.11,270.00,0
356.29,270.00,0
356.47,269.00,0
356.64,270.00,0
356.82,269.00,0
357.00,268.00,0
357.17,267.00,0
357.35,269.00,0
357.53,270.00,0
357.70,269.00,0
357.88,268.00,0
358.06,268.00,0
358.23,270.00,0
358.41,268.00,0
358.59,271.00,0
358.76,269.00,0
358.94,270.00,0
359.12,271.00,0
359.29,268.00,0
359.47,270.00,0
359.65,268.00,0
359.82,267.00,0
