θ,r,z
0.00,1103.00,0
0.18,1115.00,0
0.35,1120.00,0
0.53,1118.00,0
0.71,1116.00,0
0.88,1109.00,0
1.06,1109.00,0
1.24,1111.00,0
1.41,1092.00,0
1.59,1100.00,0
1.77,1128.00,0
1.94,1124.00,0
2.12,980.00,0
2.30,978.00,0
2.47,977.00,0
2.65,981.00,0
2.83,990.00,0
3.00,983.00,0
3.18,978.00,0
3.36,983.00,0
3.53,978.00,0
3.71,969.00,0
3.89,973.00,0
4.06,970.00,0
4.24,982.00,0
4.42,965.00,0
4.59,980.00,0
4.77,843.00,0
4.95,830.00,0
5.12,836.00,0
5.30,837.00,0
5.48,851.00,0
5.65,827.00,0
5.83,851.00,0
6.01,836.00,0
6.18,840.00,0
6.36,821.00,0
6.54,836.00,0
6.71,838.00,0
6.89,830.00,0
7.07,843.00,0
7.24,828.00,0
7.42,691.00,0
7.60,699.00,0
7.77,705.00,0
7.95,691.00,0
8.13,695.00,0
8.30,692.00,0
8.48,695.00,0
8.66,699.00,0
8.83,699.00,0
9.01,696.00,0
9.19,691.00,0
9.36,680.00,0
9.54,689.00,0
9.72,688.00,0
9.89,699.00,0
10.07,533.00,0
10.25,552.00,0
10.42,563.00,0
10.60,565.00,0
10.78,547.00,0
10.95,558.00,0
11.13,556.00,0
11.31,552.00,0
11.48,549.00,0
11.66,551.00,0
11.84,1.00,0
12.01,551.00,0
12.19,547.00,0
12.37,549.00,0
12.54,551.00,0
12.72,412.00,0
12.89,406.00,0
13.07,403.00,0
13.25,402.00,0
13.42,401.00,0
13.60,395.00,0
13.78,414.00,0
13.95,410.00,0
14.13,410.00,0
14.31,406.00,0
14.48,405.00,0
14.66,416.00,0
14.84,402.00,0
15.01,405.00,0
15.19,408.00,0
15.37,266.00,0
15.54,273.00,0
15.72,245.00,0
15.90,265.00,0
16.07,267.00,0
16.25,264.00,0
16.43,263.00,0
16.60,280.00,0
16.78,267.00,0
16.96,262.00,0
17.13,256.00,0
17.31,261.00,0
17.49,274.00,0
17.66,256.00,0
17.84,267.00,0
18.02,123.00,0
18.19,124.00,0
18.37,132.00,0
18.55,125.00,0
18.72,137.00,0
18.90,120.00,0
19.08,124.00,0
19.25,115.00,0
19.43,129.00,0
19.61,112.00,0
19.78,124.00,0
19.96,123.00,0
20.14,127.00,0
20.31,124.00,0
20.49,104.00,0
20.67,121.00,0
20.84,122.00,0
21.02,120.00,0
21.20,117.00,0
21.37,121.00,0
21.55,117.00,0
21.73,106.00,0
21.90,112.00,0
22.08,106.00,0
22.26,109.00,0
22.43,114.00,0
22.61,111.00,0
22.79,126.00,0
22.96,123.00,0
23.14,108.00,0
23.32,133.00,0
23.49,111.00,0
23.67,107.00,0
23.85,118.00,0
24.02,114.00,0
24.20,108.00,0
24.38,120.00,0
24.55,112.00,0
24.73,120.00,0
24.91,114.00,0
25.08,110.00,0
25.26,96.00,0
25.44,112.00,0
25.61,120.00,0
25.79,126.00,0
25.97,127.00,0
26.14,113.00,0
26.32,105.00,0
26.50,115.00,0
26.67,120.00,0
26.85,116.00,0
27.03,112.00,0
27.20,111.00,0
27.38,106.00,0
27.56,119.00,0
27.73,122.00,0
27.91,130.00,0
28.09,116.00,0
28.26,109.00,0
28.44,119.00,0
28.62,123.00,0
28.79,121.00,0
28.97,104.00,0
29.15,123.00,0
29.32,104.00,0
29.50,116.00,0
29.68,110.00,0
29.85,135.00,0
30.03,137.00,0
30.21,119.00,0
30.38,129.00,0
30.56,120.00,0
30.74,116.00,0
30.91,110.00,0
31.09,104.00,0
31.27,114.00,0
31.44,110.00,0
31.62,141.00,0
31.80,106.00,0
31.97,120.00,0
32.15,122.00,0
32.33,124.00,0
32.50,116.00,0
32.68,117.00,0
32.86,110.00,0
33.03,116.00,0
33.21,117.00,0
33.39,116.00,0
33.56,116.00,0
33.74,109.00,0
33.92,114.00,0
34.09,108.00,0
34.27,117.00,0
34.45,123.00,0
34.62,126.00,0
34.80,130.00,0
34.98,117.00,0
35.15,114.00,0
35.33,109.00,0
35.51,115.00,0
35.68,121.00,0
35.86,120.00,0
36.04,123.00,0
36.21,118.00,0
36.39,111.00,0
36.57,117.00,0
36.74,112.00,0
36.92,124.00,0
37.10,108.00,0
37.27,95.00,0
37.45,105.00,0
37.63,118.00,0
37.80,115.00,0
37.98,114.00,0
38.15,112.00,0
38.33,115.00,0
38.51,93.00,0
38.68,108.00,0
38.86,128.00,0
39.04,118.00,0
39.21,111.00,0
39.39,117.00,0
39.57,123.00,0
39.74,121.00,0
39.92,109.00,0
40.10,111.00,0
40.27,121.00,0
40.45,128.00,0
40.63,114.00,0
40.80,105.00,0
40.98,95.00,0
41.16,128.00,0
41.33,104.00,0
41.51,109.00,0
41.69,125.00,0
41.86,118.00,0
42.04,117.00,0
42.22,120.00,0
42.39,115.00,0
42.57,119.00,0
42.75,108.00,0
42.92,113.00,0
43.10,112.00,0
43.28,109.00,0
43.45,101.00,0
43.63,104.00,0
43.81,114.00,0
43.98,126.00,0
44.16,118.00,0
44.34,127.00,0
44.51,116.00,0
44.69,119.00,0
44.87,134.00,0
45.04,130.00,0
45.22,127.00,0
45.40,124.00,0
45.57,121.00,0
45.75,121.00,0
45.93,127.00,0
46.10,124.00,0
46.28,120.00,0
46.46,120.00,0
46.63,124.00,0
46.81,123.00,0
46.99,125.00,0
47.16,128.00,0
47.34,128.00,0
47.52,126.00,0
47.69,129.00,0
47.87,125.00,0
48.05,123.00,0
48.22,125.00,0
48.40,135.00,0
48.58,112.00,0
48.75,135.00,0
48.93,131.00,0
49.11,122.00,0
49.28,132.00,0
49.46,128.00,0
49.64,134.00,0
49.81,118.00,0
49.99,122.00,0
50.17,125.00,0
50.34,122.00,0
50.52,118.00,0
50.70,122.00,0
50.87,134.00,0
51.05,114.00,0
51.23,130.00,0
51.40,126.00,0
51.58,124.00,0
51.76,123.00,0
51.93,118.00,0
52.11,122.00,0
52.29,121.00,0
52.46,139.00,0
52.64,147.00,0
52.82,131.00,0
52.99,133.00,0
53.17,120.00,0
53.35,122.00,0
53.52,125.00,0
53.70,117.00,0
53.88,142.00,0
54.05,128.00,0
54.23,113.00,0
54.41,120.00,0
54.58,134.00,0
54.76,131.00,0
54.94,130.00,0
55.11,135.00,0
55.29,131.00,0
55.47,127.00,0
55.64,134.00,0
55.82,130.00,0
56.00,124.00,0
56.17,132.00,0
56.35,132.00,0
56.53,123.00,0
56.70,142.00,0
56.88,136.00,0
57.06,140.00,0
57.23,138.00,0
57.41,131.00,0
57.59,130.00,0
57.76,136.00,0
57.94,141.00,0
58.12,124.00,0
58.29,136.00,0
58.47,134.00,0
58.65,126.00,0
58.82,131.00,0
59.00,131.00,0
59.18,139.00,0
59.35,130.00,0
59.53,138.00,0
59.71,132.00,0
59.88,132.00,0
60.06,145.00,0
60.24,144.00,0
60.41,132.00,0
60.59,145.00,0
60.77,123.00,0
60.94,146.00,0
61.12,136.00,0
61.30,135.00,0
61.47,132.00,0
61.65,132.00,0
61.83,126.00,0
62.00,136.00,0
62.18,152.00,0
62.36,145.00,0
62.53,147.00,0
62.71,134.00,0
62.89,157.00,0
63.06,130.00,0
63.24,129.00,0
63.41,129.00,0
63.59,132.00,0
63.77,121.00,0
63.94,138.00,0
64.12,125.00,0
64.30,131.00,0
64.47,125.00,0
64.65,127.00,0
64.83,131.00,0
65.00,133.00,0
65.18,130.00,0
65.36,125.00,0
65.53,126.00,0
65.71,128.00,0
65.89,128.00,0
66.06,138.00,0
66.24,1.00,0
66.42,135.00,0
66.59,113.00,0
66.77,130.00,0
66.95,119.00,0
67.12,123.00,0
67.30,136.00,0
67.48,144.00,0
67.65,1.00,0
67.83,108.00,0
68.01,123.00,0
68.18,117.00,0
68.36,118.00,0
68.54,1.00,0
68.71,117.00,0
68.89,116.00,0
69.07,133.00,0
69.24,1.00,0
69.42,98.00,0
69.60,121.00,0
69.77,92.00,0
69.95,127.00,0
70.13,1.00,0
70.30,111.00,0
70.48,130.00,0
70.66,102.00,0
70.83,83.00,0
71.01,131.00,0
71.19,93.00,0
71.36,150.00,0
71.54,1.00,0
71.72,1.00,0
71.89,94.00,0
72.07,131.00,0
72.25,1.00,0
72.42,92.00,0
72.60,101.00,0
72.78,1.00,0
72.95,97.00,0
73.13,1.00,0
73.31,108.00,0
73.48,116.00,0
73.66,91.00,0
73.84,96.00,0
74.01,94.00,0
74.19,90.00,0
74.37,104.00,0
74.54,97.00,0
74.72,108.00,0
74.90,67.00,0
75.07,111.00,0
75.25,1.00,0
75.43,1.00,0
75.60,1.00,0
75.78,80.00,0
75.96,88.00,0
76.13,120.00,0
76.31,82.00,0
76.49,1.00,0
76.66,91.00,0
76.84,99.00,0
77.02,1.00,0
77.19,1.00,0
77.37,112.00,0
77.55,90.00,0
77.72,94.00,0
77.90,86.00,0
78.08,96.00,0
78.25,1.00,0
78.43,108.00,0
78.61,101.00,0
78.78,92.00,0
78.96,60.00,0
79.14,79.00,0
79.31,84.00,0
79.49,99.00,0
79.67,80.00,0
79.84,1.00,0
80.02,80.00,0
80.20,101.00,0
80.37,1.00,0
80.55,103.00,0
80.73,65.00,0
80.90,74.00,0
81.08,1.00,0
81.26,1.00,0
81.43,115.00,0
81.61,79.00,0
81.79,74.00,0
81.96,85.00,0
82.14,1.00,0
82.32,82.00,0
82.49,1.00,0
82.67,75.00,0
82.85,88.00,0
83.02,85.00,0
83.20,1.00,0
83.38,86.00,0
83.55,66.00,0
83.73,83.00,0
83.91,96.00,0
84.08,78.00,0
84.26,86.00,0
84.44,70.00,0
84.61,72.00,0
84.79,72.00,0
84.97,61.00,0
85.14,1.00,0
85.32,74.00,0
85.50,1.00,0
85.67,62.00,0
85.85,91.00,0
86.03,67.00,0
86.20,88.00,0
86.38,77.00,0
86.56,1.00,0
86.73,72.00,0
86.91,72.00,0
87.09,71.00,0
87.26,78.00,0
87.44,1.00,0
87.62,72.00,0
87.79,68.00,0
87.97,68.00,0
88.15,49.00,0
88.32,86.00,0
88.50,59.00,0
88.67,65.00,0
88.85,79.00,0
89.03,70.00,0
89.20,60.00,0
89.38,56.00,0
89.56,53.00,0
89.73,56.00,0
89.91,61.00,0
90.09,74.00,0
90.26,70.00,0
90.44,82.00,0
90.62,56.00,0
90.79,81.00,0
90.97,56.00,0
91.15,50.00,0
91.32,52.00,0
91.50,70.00,0
91.68,67.00,0
91.85,58.00,0
92.03,61.00,0
92.21,60.00,0
92.38,62.00,0
92.56,65.00,0
92.74,75.00,0
92.91,61.00,0
93.09,58.00,0
93.27,47.00,0
93.44,71.00,0
93.62,66.00,0
93.80,81.00,0
93.97,73.00,0
94.15,69.00,0
94.33,69.00,0
94.50,62.00,0
94.68,57.00,0
94.86,58.00,0
95.03,65.00,0
95.21,55.00,0
95.39,63.00,0
95.56,62.00,0
95.74,55.00,0
95.92,73.00,0
96.09,60.00,0
96.27,60.00,0
96.45,57.00,0
96.62,52.00,0
96.80,49.00,0
96.98,68.00,0
97.15,69.00,0
97.33,64.00,0
97.51,68.00,0
97.68,57.00,0
97.86,54.00,0
98.04,53.00,0
98.21,54.00,0
98.39,44.00,0
98.57,49.00,0
98.74,44.00,0
98.92,45.00,0
99.10,39.00,0
99.27,54.00,0
99.45,43.00,0
99.63,37.00,0
99.80,59.00,0
99.98,45.00,0
100.16,54.00,0
100.33,50.00,0
100.51,61.00,0
100.69,54.00,0
100.86,48.00,0
101.04,55.00,0
101.22,44.00,0
101.39,35.00,0
101.57,44.00,0
101.75,44.00,0
101.92,40.00,0
102.10,54.00,0
102.28,54.00,0
102.45,47.00,0
102.63,44.00,0
102.81,45.00,0
102.98,54.00,0
103.16,38.00,0
103.34,48.00,0
103.51,52.00,0
103.69,52.00,0
103.87,37.00,0
104.04,47.00,0
104.22,50.00,0
104.40,38.00,0
104.57,37.00,0
104.75,40.00,0
104.93,49.00,0
105.10,52.00,0
105.28,48.00,0
105.46,49.00,0
105.63,48.00,0
105.81,40.00,0
105.99,34.00,0
106.16,39.00,0
106.34,33.00,0
106.52,45.00,0
106.69,45.00,0
106.87,33.00,0
107.05,35.00,0
107.22,51.00,0
107.40,38.00,0
107.58,39.00,0
107.75,51.00,0
107.93,35.00,0
108.11,37.00,0
108.28,53.00,0
108.46,43.00,0
108.64,30.00,0
108.81,37.00,0
108.99,44.00,0
109.17,34.00,0
109.34,51.00,0
109.52,27.00,0
109.70,30.00,0
109.87,47.00,0
110.05,30.00,0
110.23,37.00,0
110.40,37.00,0
110.58,24.00,0
110.76,32.00,0
110.93,35.00,0
111.11,40.00,0
111.29,44.00,0
111.46,39.00,0
111.64,28.00,0
111.82,59.00,0
111.99,40.00,0
112.17,42.00,0
112.35,39.00,0
112.52,33.00,0
112.70,34.00,0
112.88,47.00,0
113.05,25.00,0
113.23,10.00,0
113.41,38.00,0
113.58,35.00,0
113.76,24.00,0
113.93,39.00,0
114.11,33.00,0
114.29,18.00,0
114.46,34.00,0
114.64,28.00,0
114.82,30.00,0
114.99,47.00,0
115.17,29.00,0
115.35,14.00,0
115.52,44.00,0
115.70,27.00,0
115.88,51.00,0
116.05,40.00,0
116.23,17.00,0
116.41,19.00,0
116.58,17.00,0
116.76,15.00,0
116.94,25.00,0
117.11,32.00,0
117.29,12.00,0
117.47,38.00,0
117.64,39.00,0
117.82,55.00,0
118.00,28.00,0
118.17,37.00,0
118.35,22.00,0
118.53,43.00,0
118.70,18.00,0
118.88,34.00,0
119.06,33.00,0
119.23,18.00,0
119.41,52.00,0
119.59,25.00,0
119.76,24.00,0
119.94,5.00,0
120.12,17.00,0
120.29,25.00,0
120.47,22.00,0
120.65,17.00,0
120.82,13.00,0
121.00,55.00,0
121.18,1.00,0
121.35,15.00,0
121.53,22.00,0
121.71,5.00,0
121.88,5.00,0
122.06,20.00,0
122.24,5.00,0
122.41,5.00,0
122.59,15.00,0
122.77,24.00,0
122.94,22.00,0
123.12,29.00,0
123.30,10.00,0
123.47,5.00,0
123.65,13.00,0
123.83,9.00,0
124.00,5.00,0
124.18,5.00,0
124.36,17.00,0
124.53,15.00,0
124.71,25.00,0
124.89,5.00,0
125.06,5.00,0
125.24,4.00,0
125.42,8.00,0
125.59,43.00,0
125.77,28.00,0
125.95,5.00,0
126.12,20.00,0
126.30,10.00,0
126.48,5.00,0
126.65,5.00,0
126.83,9.00,0
127.01,12.00,0
127.18,9.00,0
127.36,1.00,0
127.54,5.00,0
127.71,1.00,0
127.89,5.00,0
128.07,5.00,0
128.24,1.00,0
128.42,1.00,0
128.60,32.00,0
128.77,13.00,0
128.95,5.00,0
129.13,33.00,0
129.30,14.00,0
129.48,1.00,0
129.66,1.00,0
129.83,5.00,0
130.01,5.00,0
130.19,5.00,0
130.36,9.00,0
130.54,1.00,0
130.72,1.00,0
130.89,1.00,0
131.07,1.00,0
131.25,5.00,0
131.42,5.00,0
131.60,1.00,0
131.78,1.00,0
131.95,5.00,0
132.13,25.00,0
132.31,1.00,0
132.48,1.00,0
132.66,19.00,0
132.84,1.00,0
133.01,1.00,0
133.19,24.00,0
133.37,1.00,0
133.54,13.00,0
133.72,1.00,0
133.90,5.00,0
134.07,5.00,0
134.25,1.00,0
134.43,5.00,0
134.60,1.00,0
134.78,1.00,0
134.96,1.00,0
135.13,5.00,0
135.31,27.00,0
135.49,9890.00,0
135.66,1.00,0
135.84,1.00,0
136.02,1.00,0
136.19,1.00,0
136.37,1.00,0
136.55,24.00,0
136.72,5.00,0
136.90,1.00,0
137.08,1.00,0
137.25,1.00,0
137.43,5.00,0
137.61,1.00,0
137.78,1.00,0
137.96,1.00,0
138.14,1.00,0
138.31,1.00,0
138.49,5.00,0
138.67,1.00,0
138.84,5.00,0
139.02,1.00,0
139.20,1.00,0
139.37,1.00,0
139.55,1.00,0
139.73,1.00,0
139.90,1.00,0
140.08,1.00,0
140.26,1.00,0
140.43,1.00,0
140.61,1.00,0
140.79,1.00,0
140.96,24.00,0
141.14,1.00,0
141.32,1.00,0
141.49,1.00,0
141.67,1.00,0
141.85,1.00,0
142.02,1.00,0
142.20,37.00,0
142.38,1.00,0
142.55,1.00,0
142.73,1.00,0
142.91,1.00,0
143.08,1.00,0
143.26,78.00,0
143.44,1.00,0
143.61,10254.00,0
143.79,1.00,0
143.97,29.00,0
144.14,1.00,0
144.32,1.00,0
144.50,1.00,0
144.67,1.00,0
144.85,1.00,0
145.02,1.00,0
145.20,1.00,0
145.38,1.00,0
145.55,1.00,0
145.73,1.00,0
145.91,1.00,0
146.08,1.00,0
146.26,1.00,0
146.44,1.00,0
146.61,1.00,0
146.79,1.00,0
146.97,58.00,0
147.14,1.00,0
147.32,1.00,0
147.50,1.00,0
147.67,1.00,0
147.85,104.00,0
148.03,1.00,0
148.20,97.00,0
148.38,1.00,0
148.56,1.00,0
148.73,1.00,0
148.91,1.00,0
149.09,109.00,0
149.26,111.00,0
149.44,1.00,0
149.62,88.00,0
149.79,100.00,0
149.97,111.00,0
150.15,1.00,0
150.32,1.00,0
150.50,1.00,0
150.68,140.00,0
150.85,128.00,0
151.03,128.00,0
151.21,1.00,0
151.38,115.00,0
151.56,131.00,0
151.74,129.00,0
151.91,145.00,0
152.09,1.00,0
152.27,138.00,0
152.44,119.00,0
152.62,1.00,0
152.80,136.00,0
152.97,130.00,0
153.15,128.00,0
153.33,138.00,0
153.50,131.00,0
153.68,125.00,0
153.86,128.00,0
154.03,143.00,0
154.21,148.00,0
154.39,141.00,0
154.56,144.00,0
154.74,1.00,0
154.92,150.00,0
155.09,134.00,0
155.27,128.00,0
155.45,133.00,0
155.62,122.00,0
155.80,119.00,0
155.98,163.00,0
156.15,133.00,0
156.33,141.00,0
156.51,120.00,0
156.68,117.00,0
156.86,1.00,0
157.04,125.00,0
157.21,113.00,0
157.39,113.00,0
157.57,1.00,0
157.74,1.00,0
157.92,134.00,0
158.10,111.00,0
158.27,111.00,0
158.45,129.00,0
158.63,89.00,0
158.80,1.00,0
158.98,87.00,0
159.16,99.00,0
159.33,101.00,0
159.51,1.00,0
159.69,1.00,0
159.86,9614.00,0
160.04,1.00,0
160.22,100.00,0
160.39,1.00,0
160.57,1.00,0
160.75,68.00,0
160.92,8998.00,0
161.10,1.00,0
161.28,1.00,0
161.45,24.00,0
161.63,1.00,0
161.81,1.00,0
161.98,1.00,0
162.16,1.00,0
162.34,76.00,0
162.51,1.00,0
162.69,96.00,0
162.87,98.00,0
163.04,91.00,0
163.22,1.00,0
163.40,1.00,0
163.57,91.00,0
163.75,115.00,0
163.93,1.00,0
164.10,1.00,0
164.28,125.00,0
164.46,109.00,0
164.63,104.00,0
164.81,103.00,0
164.99,121.00,0
165.16,117.00,0
165.34,128.00,0
165.52,126.00,0
165.69,118.00,0
165.87,118.00,0
166.05,119.00,0
166.22,121.00,0
166.40,126.00,0
166.58,118.00,0
166.75,123.00,0
166.93,119.00,0
167.11,122.00,0
167.28,116.00,0
167.46,124.00,0
167.64,111.00,0
167.81,127.00,0
167.99,123.00,0
168.17,122.00,0
168.34,127.00,0
168.52,115.00,0
168.70,118.00,0
168.87,120.00,0
169.05,119.00,0
169.23,126.00,0
169.40,124.00,0
169.58,127.00,0
169.76,136.00,0
169.93,116.00,0
170.11,125.00,0
170.29,130.00,0
170.46,120.00,0
170.64,129.00,0
170.82,129.00,0
170.99,122.00,0
171.17,128.00,0
171.35,132.00,0
171.52,130.00,0
171.70,130.00,0
171.88,126.00,0
172.05,132.00,0
172.23,127.00,0
172.41,128.00,0
172.58,128.00,0
172.76,126.00,0
172.94,131.00,0
173.11,120.00,0
173.29,132.00,0
173.47,121.00,0
173.64,130.00,0
173.82,124.00,0
174.00,130.00,0
174.17,125.00,0
174.35,132.00,0
174.53,128.00,0
174.70,121.00,0
174.88,129.00,0
175.06,130.00,0
175.23,128.00,0
175.41,120.00,0
175.59,128.00,0
175.76,133.00,0
175.94,128.00,0
176.12,130.00,0
176.29,126.00,0
176.47,131.00,0
176.65,126.00,0
176.82,119.00,0
177.00,125.00,0
177.18,130.00,0
177.35,122.00,0
177.53,129.00,0
177.71,126.00,0
177.88,127.00,0
178.06,123.00,0
178.24,125.00,0
178.41,121.00,0
178.59,125.00,0
178.77,125.00,0
178.94,126.00,0
179.12,119.00,0
179.30,127.00,0
179.47,124.00,0
179.65,128.00,0
179.83,126.00,0
180.00,128.00,0
180.18,130.00,0
180.36,130.00,0
180.53,122.00,0
180.71,122.00,0
180.89,132.00,0
181.06,128.00,0
181.24,127.00,0
181.42,117.00,0
181.59,113.00,0
181.77,119.00,0
181.95,120.00,0
182.12,124.00,0
182.30,119.00,0
182.47,124.00,0
182.65,114.00,0
182.83,124.00,0
183.00,126.00,0
183.18,116.00,0
183.36,122.00,0
183.53,119.00,0
183.71,115.00,0
183.89,124.00,0
184.06,118.00,0
184.24,118.00,0
184.42,126.00,0
184.59,126.00,0
184.77,127.00,0
184.95,126.00,0
185.12,130.00,0
185.30,125.00,0
185.48,121.00,0
185.65,122.00,0
185.83,127.00,0
186.01,123.00,0
186.18,122.00,0
186.36,125.00,0
186.54,119.00,0
186.71,125.00,0
186.89,132.00,0
187.07,120.00,0
187.24,123.00,0
187.42,122.00,0
187.60,128.00,0
187.77,121.00,0
187.95,126.00,0
188.13,131.00,0
188.30,128.00,0
188.48,120.00,0
188.66,127.00,0
188.83,131.00,0
189.01,121.00,0
189.19,129.00,0
189.36,128.00,0
189.54,125.00,0
189.72,117.00,0
189.89,120.00,0
190.07,114.00,0
190.25,129.00,0
190.42,134.00,0
190.60,125.00,0
190.78,124.00,0
190.95,115.00,0
191.13,130.00,0
191.31,114.00,0
191.48,127.00,0
191.66,121.00,0
191.84,118.00,0
192.01,118.00,0
192.19,126.00,0
192.37,122.00,0
192.54,120.00,0
192.72,120.00,0
192.90,117.00,0
193.07,117.00,0
193.25,123.00,0
193.43,133.00,0
193.60,112.00,0
193.78,121.00,0
193.96,121.00,0
194.13,126.00,0
194.31,121.00,0
194.49,125.00,0
194.66,117.00,0
194.84,109.00,0
195.02,117.00,0
195.19,128.00,0
195.37,122.00,0
195.55,122.00,0
195.72,111.00,0
195.90,116.00,0
196.08,111.00,0
196.25,107.00,0
196.43,115.00,0
196.61,117.00,0
196.78,130.00,0
196.96,125.00,0
197.14,114.00,0
197.31,113.00,0
197.49,116.00,0
197.67,125.00,0
197.84,135.00,0
198.02,129.00,0
198.20,118.00,0
198.37,115.00,0
198.55,119.00,0
198.73,125.00,0
198.90,123.00,0
199.08,111.00,0
199.26,108.00,0
199.43,113.00,0
199.61,120.00,0
199.79,116.00,0
199.96,113.00,0
200.14,124.00,0
200.32,128.00,0
200.49,129.00,0
200.67,142.00,0
200.85,124.00,0
201.02,126.00,0
201.20,120.00,0
201.38,130.00,0
201.55,126.00,0
201.73,132.00,0
201.91,127.00,0
202.08,124.00,0
202.26,127.00,0
202.44,126.00,0
202.61,130.00,0
202.79,129.00,0
202.97,129.00,0
203.14,126.00,0
203.32,126.00,0
203.50,125.00,0
203.67,121.00,0
203.85,130.00,0
204.03,130.00,0
204.20,134.00,0
204.38,134.00,0
204.56,129.00,0
204.73,134.00,0
204.91,138.00,0
205.09,133.00,0
205.26,139.00,0
205.44,129.00,0
205.62,113.00,0
205.79,133.00,0
205.97,125.00,0
206.15,126.00,0
206.32,122.00,0
206.50,115.00,0
206.68,122.00,0
206.85,131.00,0
207.03,131.00,0
207.21,127.00,0
207.38,131.00,0
207.56,123.00,0
207.74,129.00,0
207.91,135.00,0
208.09,128.00,0
208.27,123.00,0
208.44,129.00,0
208.62,136.00,0
208.80,133.00,0
208.97,132.00,0
209.15,129.00,0
209.33,135.00,0
209.50,132.00,0
209.68,133.00,0
209.86,133.00,0
210.03,132.00,0
210.21,131.00,0
210.39,125.00,0
210.56,130.00,0
210.74,131.00,0
210.92,124.00,0
211.09,122.00,0
211.27,128.00,0
211.45,125.00,0
211.62,127.00,0
211.80,130.00,0
211.98,136.00,0
212.15,132.00,0
212.33,136.00,0
212.51,126.00,0
212.68,128.00,0
212.86,119.00,0
213.04,129.00,0
213.21,129.00,0
213.39,133.00,0
213.57,129.00,0
213.74,134.00,0
213.92,130.00,0
214.10,122.00,0
214.27,126.00,0
214.45,130.00,0
214.63,133.00,0
214.80,130.00,0
214.98,130.00,0
215.16,117.00,0
215.33,139.00,0
215.51,119.00,0
215.69,123.00,0
215.86,128.00,0
216.04,139.00,0
216.22,137.00,0
216.39,134.00,0
216.57,127.00,0
216.75,131.00,0
216.92,130.00,0
217.10,132.00,0
217.28,135.00,0
217.45,128.00,0
217.63,132.00,0
217.81,132.00,0
217.98,124.00,0
218.16,123.00,0
218.34,128.00,0
218.51,135.00,0
218.69,139.00,0
218.87,135.00,0
219.04,133.00,0
219.22,131.00,0
219.40,135.00,0
219.57,131.00,0
219.75,140.00,0
219.92,131.00,0
220.10,121.00,0
220.28,135.00,0
220.45,134.00,0
220.63,135.00,0
220.81,130.00,0
220.98,143.00,0
221.16,133.00,0
221.34,138.00,0
221.51,138.00,0
221.69,142.00,0
221.87,134.00,0
222.04,134.00,0
222.22,139.00,0
222.40,137.00,0
222.57,124.00,0
222.75,138.00,0
222.93,130.00,0
223.10,147.00,0
223.28,136.00,0
223.46,142.00,0
223.63,138.00,0
223.81,124.00,0
223.99,135.00,0
224.16,139.00,0
224.34,144.00,0
224.52,130.00,0
224.69,133.00,0
224.87,132.00,0
225.05,142.00,0
225.22,136.00,0
225.40,131.00,0
225.58,135.00,0
225.75,151.00,0
225.93,149.00,0
226.11,149.00,0
226.28,132.00,0
226.46,137.00,0
226.64,146.00,0
226.81,147.00,0
226.99,142.00,0
227.17,135.00,0
227.34,143.00,0
227.52,136.00,0
227.70,140.00,0
227.87,146.00,0
228.05,132.00,0
228.23,160.00,0
228.40,140.00,0
228.58,145.00,0
228.76,148.00,0
228.93,143.00,0
229.11,141.00,0
229.29,139.00,0
229.46,132.00,0
229.64,139.00,0
229.82,148.00,0
229.99,148.00,0
230.17,130.00,0
230.35,137.00,0
230.52,144.00,0
230.70,155.00,0
230.88,140.00,0
231.05,133.00,0
231.23,138.00,0
231.41,149.00,0
231.58,141.00,0
231.76,161.00,0
231.94,152.00,0
232.11,141.00,0
232.29,145.00,0
232.47,148.00,0
232.64,147.00,0
232.82,138.00,0
233.00,163.00,0
233.17,151.00,0
233.35,165.00,0
233.53,155.00,0
233.70,155.00,0
233.88,158.00,0
234.06,152.00,0
234.23,148.00,0
234.41,149.00,0
234.59,155.00,0
234.76,152.00,0
234.94,157.00,0
235.12,149.00,0
235.29,159.00,0
235.47,161.00,0
235.65,163.00,0
235.82,160.00,0
236.00,155.00,0
236.18,160.00,0
236.35,159.00,0
236.53,164.00,0
236.71,150.00,0
236.88,163.00,0
237.06,151.00,0
237.24,173.00,0
237.41,169.00,0
237.59,160.00,0
237.77,175.00,0
237.94,179.00,0
238.12,171.00,0
238.30,177.00,0
238.47,165.00,0
238.65,167.00,0
238.83,167.00,0
239.00,169.00,0
239.18,175.00,0
239.36,166.00,0
239.53,176.00,0
239.71,169.00,0
239.89,179.00,0
240.06,169.00,0
240.24,170.00,0
240.42,172.00,0
240.59,169.00,0
240.77,168.00,0
240.95,165.00,0
241.12,178.00,0
241.30,160.00,0
241.48,158.00,0
241.65,167.00,0
241.83,176.00,0
242.01,167.00,0
242.18,178.00,0
242.36,181.00,0
242.54,182.00,0
242.71,175.00,0
242.89,179.00,0
243.07,182.00,0
243.24,179.00,0
243.42,168.00,0
243.60,181.00,0
243.77,188.00,0
243.95,181.00,0
244.13,179.00,0
244.30,172.00,0
244.48,191.00,0
244.66,182.00,0
244.83,189.00,0
245.01,181.00,0
245.19,172.00,0
245.36,186.00,0
245.54,182.00,0
245.72,187.00,0
245.89,187.00,0
246.07,199.00,0
246.25,189.00,0
246.42,191.00,0
246.60,199.00,0
