θ,r,z
25.97,1.00,2
26.14,1.00,2
26.32,1.00,2
26.50,10078.00,2
26.67,1.00,2
26.85,1.00,2
27.03,1.00,2
27.20,1.00,2
27.38,1.00,2
27.56,1.00,2
27.73,1.00,2
27.91,10168.00,2
28.09,1.00,2
28.26,1.00,2
28.44,1.00,2
28.62,1.00,2
28.79,1.00,2
28.97,8846.00,2
29.15,1.00,2
29.32,1.00,2
29.50,78.00,2
29.68,9439.00,2
29.85,1.00,2
30.03,1.00,2
30.21,1.00,2
30.38,1.00,2
30.56,1.00,2
30.74,1.00,2
30.91,1.00,2
31.09,1.00,2
31.27,1.00,2
31.44,1.00,2
31.62,1.00,2
31.80,1.00,2
31.97,1.00,2
32.15,1.00,2
32.33,1.00,2
32.50,9734.00,2
32.68,1.00,2
32.86,1.00,2
33.03,10328.00,2
33.21,9188.00,2
33.39,1.00,2
33.56,9579.00,2
33.74,1.00,2
33.92,1.00,2
34.09,88.00,2
34.27,1.00,2
34.45,9911.00,2
34.62,1.00,2
34.80,1.00,2
34.98,1.00,2
35.15,1.00,2
35.33,77.00,2
35.51,1.00,2
35.68,68.00,2
35.86,1.00,2
36.04,1.00,2
36.21,1.00,2
36.39,1.00,2
36.57,62.00,2
36.74,81.00,2
36.92,75.00,2
37.10,75.00,2
37.27,101.00,2
37.45,1.00,2
37.63,78.00,2
37.80,99.00,2
37.98,1.00,2
38.15,81.00,2
38.33,1.00,2
38.51,89.00,2
38.68,77.00,2
38.86,1.00,2
39.04,77.00,2
39.21,81.00,2
39.39,1.00,2
39.57,79.00,2
39.74,1.00,2
39.92,1.00,2
40.10,1.00,2
40.27,1.00,2
40.45,86.00,2
40.63,106.00,2
40.80,1.00,2
40.98,1.00,2
41.16,1.00,2
41.33,1.00,2
41.51,71.00,2
41.69,1.00,2
41.86,86.00,2
42.04,78.00,2
42.22,88.00,2
42.39,100.00,2
42.57,91.00,2
42.75,1.00,2
42.92,79.00,2
43.10,59.00,2
43.28,1.00,2
43.45,1.00,2
43.63,1.00,2
43.81,91.00,2
43.98,89.00,2
44.16,1.00,2
44.34,1.00,2
44.51,100.00,2
44.69,1.00,2
44.87,1.00,2
45.04,1.00,2
45.22,77.00,2
45.40,8700.00,2
45.57,1.00,2
45.75,1.00,2
45.93,1.00,2
46.10,1.00,2
46.28,1.00,2
46.46,10145.00,2
46.63,68.00,2
46.81,78.00,2
46.99,1.00,2
47.16,88.00,2
47.34,1.00,2
47.52,1.00,2
47.69,91.00,2
47.87,1.00,2
48.05,1.00,2
48.22,1.00,2
48.40,93.00,2
48.58,1.00,2
48.75,1.00,2
48.93,1.00,2
49.11,1.00,2
49.28,1.00,2
49.46,1.00,2
49.64,1.00,2
49.81,1.00,2
49.99,87.00,2
50.17,103.00,2
50.34,94.00,2
50.52,1.00,2
50.70,1.00,2
50.87,93.00,2
51.05,1.00,2
51.23,1.00,2
51.40,78.00,2
51.58,85.00,2
51.76,1.00,2
51.93,1.00,2
52.11,1.00,2
52.29,1.00,2
52.46,92.00,2
52.64,1.00,2
52.82,81.00,2
52.99,1.00,2
53.17,1.00,2
53.35,1.00,2
53.52,1.00,2
53.70,1.00,2
53.88,75.00,2
54.05,1.00,2
54.23,87.00,2
54.41,88.00,2
54.58,93.00,2
54.76,100.00,2
54.94,1.00,2
55.11,83.00,2
55.29,82.00,2
55.47,60.00,2
55.64,83.00,2
55.82,1.00,2
56.00,1.00,2
56.17,1.00,2
56.35,84.00,2
56.53,1.00,2
56.70,1.00,2
56.88,1.00,2
57.06,67.00,2
57.23,1.00,2
57.41,1.00,2
57.59,104.00,2
57.76,1.00,2
57.94,74.00,2
58.12,92.00,2
58.29,1.00,2
58.47,1.00,2
58.65,1.00,2
58.82,52.00,2
59.00,77.00,2
59.18,1.00,2
59.35,1.00,2
59.53,99.00,2
59.71,76.00,2
59.88,95.00,2
60.06,1.00,2
60.24,1.00,2
60.41,1.00,2
60.59,1.00,2
60.77,66.00,2
60.94,79.00,2
61.12,105.00,2
61.30,114.00,2
61.47,78.00,2
61.65,1.00,2
61.83,1.00,2
62.00,77.00,2
62.18,96.00,2
62.36,1.00,2
62.53,76.00,2
62.71,72.00,2
62.89,1.00,2
63.06,72.00,2
63.24,75.00,2
63.41,91.00,2
63.59,90.00,2
63.77,1.00,2
63.94,72.00,2
64.12,1.00,2
64.30,75.00,2
64.47,76.00,2
64.65,1.00,2
64.83,1.00,2
65.00,86.00,2
65.18,96.00,2
65.36,1.00,2
65.53,1.00,2
65.71,1.00,2
65.89,1.00,2
66.06,119.00,2
66.24,1.00,2
66.42,70.00,2
66.59,1.00,2
66.77,1.00,2
66.95,101.00,2
67.12,1.00,2
67.30,78.00,2
67.48,87.00,2
67.65,88.00,2
67.83,1.00,2
68.01,1.00,2
68.18,1.00,2
68.36,101.00,2
68.54,1.00,2
68.71,1.00,2
68.89,1.00,2
69.07,103.00,2
69.24,1.00,2
69.42,97.00,2
69.60,1.00,2
69.77,1.00,2
69.95,1.00,2
70.13,113.00,2
70.30,96.00,2
70.48,83.00,2
70.66,81.00,2
70.83,105.00,2
71.01,78.00,2
71.19,1.00,2
71.36,1.00,2
71.54,1.00,2
71.72,1.00,2
71.89,65.00,2
72.07,92.00,2
72.25,1.00,2
72.42,1.00,2
72.60,99.00,2
72.78,1.00,2
72.95,1.00,2
73.13,1.00,2
73.31,59.00,2
73.48,1.00,2
73.66,107.00,2
73.84,70.00,2
74.01,1.00,2
74.19,102.00,2
74.37,1.00,2
74.54,92.00,2
74.72,90.00,2
74.90,1.00,2
75.07,1.00,2
75.25,77.00,2
75.43,94.00,2
75.60,85.00,2
75.78,76.00,2
75.96,1.00,2
76.13,91.00,2
76.31,95.00,2
76.49,76.00,2
76.66,110.00,2
76.84,98.00,2
77.02,102.00,2
77.19,92.00,2
77.37,97.00,2
77.55,88.00,2
77.72,91.00,2
77.90,1.00,2
78.08,101.00,2
78.25,81.00,2
78.43,112.00,2
78.61,84.00,2
78.78,1.00,2
78.96,109.00,2
79.14,101.00,2
79.31,108.00,2
79.49,105.00,2
79.67,104.00,2
79.84,103.00,2
80.02,98.00,2
80.20,85.00,2
80.37,100.00,2
80.55,102.00,2
80.73,86.00,2
80.90,96.00,2
81.08,108.00,2
81.26,106.00,2
81.43,84.00,2
81.61,85.00,2
81.79,103.00,2
81.96,89.00,2
82.14,90.00,2
82.32,96.00,2
82.49,1.00,2
82.67,111.00,2
82.85,98.00,2
83.02,53.00,2
83.20,1.00,2
83.38,1.00,2
83.55,1.00,2
83.73,79.00,2
83.91,87.00,2
84.08,85.00,2
84.26,98.00,2
84.44,1.00,2
84.61,1.00,2
84.79,72.00,2
84.97,1.00,2
85.14,1.00,2
85.32,84.00,2
85.50,1.00,2
85.67,1.00,2
85.85,72.00,2
86.03,1.00,2
86.20,1.00,2
86.38,1.00,2
86.56,87.00,2
86.73,1.00,2
86.91,68.00,2
87.09,67.00,2
87.26,82.00,2
87.44,75.00,2
87.62,1.00,2
87.79,89.00,2
87.97,83.00,2
88.15,83.00,2
88.32,85.00,2
88.50,87.00,2
88.67,70.00,2
88.85,88.00,2
89.03,91.00,2
89.20,78.00,2
89.38,77.00,2
89.56,71.00,2
89.73,73.00,2
89.91,74.00,2
90.09,70.00,2
90.26,59.00,2
90.44,66.00,2
90.62,66.00,2
90.79,67.00,2
90.97,83.00,2
91.15,56.00,2
91.32,66.00,2
91.50,1.00,2
91.68,52.00,2
91.85,58.00,2
92.03,68.00,2
92.21,1.00,2
92.38,1.00,2
92.56,54.00,2
92.74,52.00,2
92.91,47.00,2
93.09,59.00,2
93.27,35.00,2
93.44,76.00,2
93.62,52.00,2
93.80,54.00,2
93.97,55.00,2
94.15,55.00,2
94.33,59.00,2
94.50,50.00,2
94.68,1.00,2
94.86,1.00,2
95.03,50.00,2
95.21,64.00,2
95.39,48.00,2
95.56,42.00,2
95.74,53.00,2
95.92,44.00,2
96.09,54.00,2
96.27,37.00,2
96.45,1.00,2
96.62,48.00,2
96.80,38.00,2
96.98,37.00,2
97.15,66.00,2
97.33,51.00,2
97.51,38.00,2
97.68,49.00,2
97.86,54.00,2
98.04,55.00,2
98.21,38.00,2
98.39,60.00,2
98.57,60.00,2
98.74,59.00,2
98.92,32.00,2
99.10,42.00,2
99.27,51.00,2
99.45,45.00,2
99.63,30.00,2
99.80,43.00,2
99.98,54.00,2
100.16,62.00,2
100.33,57.00,2
100.51,50.00,2
100.69,51.00,2
100.86,44.00,2
101.04,57.00,2
101.22,45.00,2
101.39,54.00,2
101.57,40.00,2
101.75,12.00,2
101.92,47.00,2
102.10,28.00,2
102.28,38.00,2
102.45,38.00,2
102.63,42.00,2
102.81,35.00,2
102.98,30.00,2
103.16,30.00,2
103.34,50.00,2
103.51,29.00,2
103.69,42.00,2
103.87,35.00,2
104.04,38.00,2
104.22,33.00,2
104.40,32.00,2
104.57,17.00,2
104.75,44.00,2
104.93,29.00,2
105.10,33.00,2
105.28,37.00,2
105.46,32.00,2
105.63,38.00,2
105.81,37.00,2
105.99,29.00,2
106.16,25.00,2
106.34,29.00,2
106.52,29.00,2
106.69,34.00,2
106.87,40.00,2
107.05,32.00,2
107.22,33.00,2
107.40,13.00,2
107.58,18.00,2
107.75,34.00,2
107.93,38.00,2
108.11,27.00,2
108.28,32.00,2
108.46,33.00,2
108.64,29.00,2
108.81,14.00,2
108.99,34.00,2
109.17,25.00,2
109.34,28.00,2
109.52,19.00,2
109.70,39.00,2
109.87,29.00,2
110.05,32.00,2
110.23,27.00,2
110.40,25.00,2
110.58,18.00,2
110.76,29.00,2
110.93,39.00,2
111.11,22.00,2
111.29,58.00,2
111.46,32.00,2
111.64,35.00,2
111.82,33.00,2
111.99,37.00,2
112.17,25.00,2
112.35,40.00,2
112.52,39.00,2
112.70,33.00,2
112.88,29.00,2
113.05,40.00,2
113.23,35.00,2
113.41,37.00,2
113.58,35.00,2
113.76,24.00,2
113.93,29.00,2
114.11,22.00,2
114.29,47.00,2
114.46,25.00,2
114.64,24.00,2
114.82,32.00,2
114.99,39.00,2
115.17,35.00,2
115.35,27.00,2
115.52,29.00,2
115.70,45.00,2
115.88,34.00,2
116.05,20.00,2
116.23,29.00,2
116.41,35.00,2
116.58,20.00,2
116.76,48.00,2
116.94,38.00,2
117.11,29.00,2
117.29,43.00,2
117.47,34.00,2
117.64,42.00,2
117.82,37.00,2
118.00,40.00,2
118.17,35.00,2
118.35,37.00,2
118.53,27.00,2
118.70,47.00,2
118.88,18.00,2
119.06,24.00,2
119.23,38.00,2
119.41,29.00,2
119.59,15.00,2
119.76,50.00,2
119.94,38.00,2
120.12,38.00,2
120.29,29.00,2
120.47,45.00,2
120.65,5.00,2
120.82,35.00,2
121.00,27.00,2
121.18,30.00,2
121.35,29.00,2
121.53,18.00,2
121.71,8.00,2
121.88,33.00,2
122.06,18.00,2
122.24,23.00,2
122.41,5.00,2
122.59,34.00,2
122.77,23.00,2
122.94,35.00,2
123.12,27.00,2
123.30,33.00,2
123.47,18.00,2
123.65,1.00,2
123.83,19.00,2
124.00,1.00,2
124.18,1.00,2
124.36,23.00,2
124.53,37.00,2
124.71,37.00,2
124.89,23.00,2
125.06,23.00,2
125.24,5.00,2
125.42,1.00,2
125.59,1.00,2
125.77,1.00,2
125.95,5.00,2
126.12,33.00,2
126.30,10.00,2
126.48,5.00,2
126.65,24.00,2
126.83,1.00,2
127.01,1.00,2
127.18,5.00,2
127.36,1.00,2
127.54,5.00,2
127.71,29.00,2
127.89,13.00,2
128.07,1.00,2
128.24,43.00,2
128.42,1.00,2
128.60,1.00,2
128.77,18.00,2
128.95,1.00,2
129.13,9.00,2
129.30,5.00,2
129.48,39.00,2
129.66,34.00,2
129.83,8.00,2
130.01,5.00,2
130.19,1.00,2
130.36,5.00,2
130.54,1.00,2
130.72,5.00,2
130.89,1.00,2
131.07,1.00,2
131.25,5.00,2
131.42,1.00,2
131.60,13.00,2
131.78,8.00,2
131.95,1.00,2
132.13,15.00,2
132.31,1.00,2
132.48,5.00,2
132.66,14.00,2
132.84,1.00,2
133.01,1.00,2
133.19,5.00,2
133.37,1.00,2
133.54,9.00,2
133.72,10350.00,2
133.90,1.00,2
134.07,1.00,2
134.25,5.00,2
134.43,1.00,2
134.60,1.00,2
134.78,1.00,2
134.96,1.00,2
135.13,5.00,2
135.31,1.00,2
135.49,8.00,2
135.66,1.00,2
135.84,1.00,2
136.02,5.00,2
136.19,1.00,2
136.37,1.00,2
136.55,5.00,2
136.72,5.00,2
136.90,1.00,2
137.08,1.00,2
137.25,9937.00,2
137.43,5.00,2
137.61,10188.00,2
137.78,1.00,2
137.96,10.00,2
138.14,9875.00,2
138.31,5.00,2
138.49,1.00,2
138.67,1.00,2
138.84,1.00,2
139.02,1.00,2
139.20,9608.00,2
139.37,8910.00,2
139.55,1.00,2
139.73,1.00,2
139.90,1.00,2
140.08,1.00,2
140.26,9323.00,2
140.43,10361.00,2
140.61,1.00,2
140.79,1.00,2
140.96,10259.00,2
141.14,10.00,2
141.32,10373.00,2
141.49,1.00,2
141.67,1.00,2
141.85,1.00,2
142.02,1.00,2
142.20,1.00,2
142.38,1.00,2
142.55,1.00,2
142.73,1.00,2
142.91,9625.00,2
143.08,10324.00,2
143.26,10102.00,2
143.44,1.00,2
143.61,9110.00,2
143.79,1.00,2
143.97,1.00,2
144.14,1.00,2
144.32,1.00,2
144.50,9407.00,2
144.67,1.00,2
144.85,1.00,2
145.02,10118.00,2
145.20,1.00,2
145.38,1.00,2
145.55,1.00,2
145.73,1.00,2
145.91,1.00,2
146.08,1.00,2
146.26,5.00,2
146.44,10360.00,2
146.61,1.00,2
146.79,1.00,2
146.97,9388.00,2
147.14,1.00,2
147.32,1.00,2
147.50,10367.00,2
147.67,10298.00,2
147.85,47.00,2
148.03,10348.00,2
148.20,9549.00,2
148.38,1.00,2
148.56,1.00,2
148.73,1.00,2
148.91,1.00,2
149.09,1.00,2
149.26,1.00,2
149.44,1.00,2
149.62,1.00,2
149.79,1.00,2
149.97,1.00,2
150.15,1.00,2
150.32,1.00,2
150.50,1.00,2
150.68,1.00,2
150.85,1.00,2
151.03,1.00,2
151.21,1.00,2
151.38,9943.00,2
151.56,1.00,2
151.74,1.00,2
151.91,1.00,2
152.09,106.00,2
152.27,1.00,2
152.44,1.00,2
152.62,1.00,2
152.80,1.00,2
152.97,89.00,2
153.15,1.00,2
153.33,1.00,2
153.50,1.00,2
153.68,109.00,2
153.86,1.00,2
154.03,1.00,2
154.21,123.00,2
154.39,111.00,2
154.56,112.00,2
154.74,1.00,2
154.92,113.00,2
155.09,116.00,2
155.27,9696.00,2
155.45,132.00,2
155.62,1.00,2
155.80,126.00,2
155.98,129.00,2
156.15,1.00,2
156.33,1.00,2
156.51,1.00,2
156.68,110.00,2
156.86,116.00,2
157.04,123.00,2
157.21,1.00,2
157.39,128.00,2
157.57,138.00,2
157.74,133.00,2
157.92,121.00,2
158.10,132.00,2
158.27,135.00,2
158.45,118.00,2
158.63,123.00,2
158.80,113.00,2
158.98,115.00,2
159.16,132.00,2
159.33,128.00,2
159.51,122.00,2
159.69,120.00,2
159.86,130.00,2
160.04,140.00,2
160.22,138.00,2
160.39,125.00,2
160.57,131.00,2
160.75,123.00,2
160.92,127.00,2
161.10,124.00,2
161.28,128.00,2
161.45,128.00,2
161.63,141.00,2
161.81,1.00,2
161.98,109.00,2
162.16,132.00,2
162.34,1.00,2
162.51,116.00,2
162.69,109.00,2
162.87,113.00,2
163.04,1.00,2
163.22,1.00,2
163.40,1.00,2
163.57,1.00,2
163.75,1.00,2
163.93,1.00,2
164.10,1.00,2
164.28,9442.00,2
164.46,1.00,2
164.63,1.00,2
164.81,1.00,2
164.99,1.00,2
165.16,1.00,2
165.34,1.00,2
165.52,1.00,2
165.69,1.00,2
165.87,1.00,2
166.05,121.00,2
166.22,85.00,2
166.40,1.00,2
166.58,1.00,2
166.75,1.00,2
166.93,1.00,2
167.11,8980.00,2
167.28,8869.00,2
167.46,114.00,2
167.64,1.00,2
167.81,1.00,2
167.99,97.00,2
168.17,123.00,2
168.34,111.00,2
168.52,123.00,2
168.70,121.00,2
168.87,105.00,2
169.05,103.00,2
169.23,113.00,2
169.40,122.00,2
169.58,120.00,2
169.76,121.00,2
169.93,125.00,2
170.11,120.00,2
170.29,119.00,2
170.46,126.00,2
170.64,126.00,2
170.82,122.00,2
170.99,124.00,2
171.17,123.00,2
171.35,132.00,2
171.52,128.00,2
171.70,122.00,2
171.88,114.00,2
172.05,123.00,2
172.23,123.00,2
172.41,120.00,2
172.58,121.00,2
172.76,124.00,2
172.94,121.00,2
173.11,128.00,2
173.29,132.00,2
173.47,133.00,2
173.64,123.00,2
173.82,128.00,2
174.00,120.00,2
174.17,138.00,2
174.35,130.00,2
174.53,133.00,2
174.70,126.00,2
174.88,134.00,2
175.06,129.00,2
175.23,125.00,2
175.41,127.00,2
175.59,125.00,2
175.76,127.00,2
175.94,126.00,2
176.12,134.00,2
176.29,123.00,2
176.47,136.00,2
176.65,138.00,2
176.82,128.00,2
177.00,126.00,2
177.18,129.00,2
177.35,129.00,2
177.53,132.00,2
177.71,128.00,2
177.88,128.00,2
178.06,129.00,2
178.24,133.00,2
178.41,132.00,2
178.59,128.00,2
178.77,130.00,2
178.94,132.00,2
179.12,128.00,2
179.30,134.00,2
179.47,124.00,2
179.65,134.00,2
179.83,130.00,2
180.00,133.00,2
180.18,128.00,2
180.36,124.00,2
180.53,129.00,2
180.71,122.00,2
180.89,118.00,2
181.06,124.00,2
181.24,126.00,2
181.42,129.00,2
181.59,131.00,2
181.77,124.00,2
181.95,121.00,2
182.12,133.00,2
182.30,133.00,2
182.47,139.00,2
182.65,128.00,2
182.83,134.00,2
183.00,127.00,2
183.18,126.00,2
183.36,119.00,2
183.53,118.00,2
183.71,119.00,2
183.89,131.00,2
184.06,126.00,2
184.24,130.00,2
184.42,132.00,2
184.59,124.00,2
184.77,119.00,2
184.95,125.00,2
185.12,134.00,2
185.30,122.00,2
185.48,127.00,2
185.65,123.00,2
185.83,130.00,2
186.01,122.00,2
186.18,127.00,2
186.36,123.00,2
186.54,124.00,2
186.71,122.00,2
186.89,122.00,2
187.07,128.00,2
187.24,133.00,2
187.42,110.00,2
187.60,126.00,2
187.77,118.00,2
187.95,128.00,2
188.13,136.00,2
188.30,120.00,2
188.48,120.00,2
188.66,115.00,2
188.83,116.00,2
189.01,122.00,2
189.19,118.00,2
189.36,112.00,2
189.54,115.00,2
189.72,121.00,2
189.89,117.00,2
190.07,117.00,2
190.25,115.00,2
190.42,120.00,2
190.60,123.00,2
190.78,112.00,2
190.95,112.00,2
191.13,110.00,2
191.31,105.00,2
191.48,119.00,2
191.66,116.00,2
191.84,123.00,2
192.01,123.00,2
192.19,116.00,2
192.37,116.00,2
192.54,128.00,2
192.72,125.00,2
192.90,123.00,2
193.07,110.00,2
193.25,117.00,2
193.43,119.00,2
193.60,121.00,2
193.78,119.00,2
193.96,112.00,2
194.13,111.00,2
194.31,108.00,2
194.49,112.00,2
194.66,116.00,2
194.84,124.00,2
195.02,134.00,2
195.19,110.00,2
195.37,119.00,2
195.55,106.00,2
195.72,120.00,2
195.90,111.00,2
196.08,112.00,2
196.25,111.00,2
196.43,117.00,2
196.61,112.00,2
196.78,118.00,2
196.96,112.00,2
197.14,118.00,2
197.31,112.00,2
197.49,111.00,2
197.67,111.00,2
197.84,116.00,2
198.02,114.00,2
198.20,112.00,2
198.37,106.00,2
198.55,110.00,2
198.73,110.00,2
198.90,1.00,2
199.08,111.00,2
199.26,97.00,2
199.43,114.00,2
199.61,107.00,2
199.79,97.00,2
199.96,112.00,2
200.14,128.00,2
200.32,120.00,2
200.49,103.00,2
200.67,118.00,2
200.85,115.00,2
201.02,101.00,2
201.20,132.00,2
201.38,126.00,2
201.55,118.00,2
201.73,122.00,2
201.91,116.00,2
202.08,106.00,2
202.26,121.00,2
202.44,133.00,2
202.61,120.00,2
202.79,135.00,2
202.97,112.00,2
203.14,103.00,2
203.32,109.00,2
203.50,119.00,2
203.67,117.00,2
203.85,126.00,2
204.03,123.00,2
204.20,122.00,2
204.38,108.00,2
204.56,120.00,2
204.73,117.00,2
204.91,115.00,2
205.09,114.00,2
205.26,129.00,2
205.44,125.00,2
205.62,127.00,2
205.79,127.00,2
205.97,123.00,2
206.15,127.00,2
206.32,126.00,2
206.50,124.00,2
206.68,126.00,2
206.85,129.00,2
207.03,123.00,2
207.21,130.00,2
207.38,131.00,2
207.56,125.00,2
207.74,123.00,2
207.91,127.00,2
208.09,127.00,2
208.27,127.00,2
208.44,131.00,2
208.62,128.00,2
208.80,131.00,2
208.97,124.00,2
209.15,130.00,2
209.33,127.00,2
209.50,129.00,2
209.68,127.00,2
209.86,126.00,2
210.03,129.00,2
210.21,130.00,2
210.39,132.00,2
210.56,125.00,2
210.74,132.00,2
210.92,135.00,2
211.09,137.00,2
211.27,139.00,2
211.45,135.00,2
211.62,139.00,2
211.80,1.00,2
211.98,122.00,2
212.15,1.00,2
212.33,121.00,2
212.51,127.00,2
212.68,127.00,2
212.86,109.00,2
213.04,1.00,2
213.21,139.00,2
213.39,145.00,2
213.57,141.00,2
213.74,139.00,2
213.92,135.00,2
214.10,142.00,2
214.27,139.00,2
214.45,140.00,2
214.63,146.00,2
214.80,134.00,2
214.98,137.00,2
215.16,148.00,2
215.33,143.00,2
215.51,135.00,2
215.69,138.00,2
215.86,136.00,2
216.04,138.00,2
216.22,140.00,2
216.39,130.00,2
216.57,146.00,2
216.75,140.00,2
216.92,131.00,2
217.10,141.00,2
217.28,167.00,2
217.45,136.00,2
217.63,160.00,2
217.81,146.00,2
217.98,137.00,2
218.16,148.00,2
218.34,143.00,2
218.51,146.00,2
218.69,153.00,2
218.87,149.00,2
219.04,145.00,2
219.22,146.00,2
219.40,148.00,2
219.57,143.00,2
219.75,149.00,2
219.92,143.00,2
220.10,146.00,2
220.28,154.00,2
220.45,153.00,2
220.63,155.00,2
220.81,157.00,2
220.98,154.00,2
221.16,153.00,2
221.34,146.00,2
221.51,160.00,2
221.69,158.00,2
221.87,154.00,2
222.04,141.00,2
222.22,155.00,2
222.40,152.00,2
222.57,149.00,2
222.75,147.00,2
222.93,143.00,2
223.10,142.00,2
223.28,149.00,2
223.46,157.00,2
223.63,149.00,2
223.81,153.00,2
223.99,147.00,2
224.16,146.00,2
224.34,153.00,2
224.52,162.00,2
224.69,144.00,2
224.87,173.00,2
225.05,148.00,2
225.22,150.00,2
225.40,145.00,2
225.58,152.00,2
225.75,163.00,2
225.93,147.00,2
226.11,160.00,2
226.28,159.00,2
226.46,152.00,2
226.64,144.00,2
226.81,140.00,2
226.99,148.00,2
227.17,155.00,2
227.34,136.00,2
227.52,159.00,2
227.70,152.00,2
227.87,163.00,2
228.05,146.00,2
228.23,151.00,2
228.40,162.00,2
228.58,154.00,2
228.76,146.00,2
228.93,161.00,2
229.11,154.00,2
229.29,149.00,2
229.46,143.00,2
229.64,143.00,2
229.82,144.00,2
229.99,145.00,2
230.17,140.00,2
230.35,143.00,2
230.52,141.00,2
230.70,148.00,2
230.88,141.00,2
231.05,138.00,2
231.23,144.00,2
231.41,149.00,2
231.58,153.00,2
231.76,159.00,2
231.94,152.00,2
232.11,155.00,2
232.29,156.00,2
232.47,153.00,2
232.64,153.00,2
232.82,150.00,2
233.00,155.00,2
233.17,159.00,2
233.35,145.00,2
233.53,152.00,2
233.70,150.00,2
233.88,150.00,2
234.06,152.00,2
234.23,157.00,2
234.41,156.00,2
234.59,153.00,2
234.76,162.00,2
234.94,144.00,2
235.12,174.00,2
235.29,151.00,2
235.47,164.00,2
235.65,159.00,2
235.82,143.00,2
236.00,151.00,2
236.18,147.00,2
236.35,143.00,2
236.53,134.00,2
236.71,152.00,2
236.88,156.00,2
237.06,153.00,2
237.24,146.00,2
237.41,159.00,2
237.59,151.00,2
237.77,154.00,2
237.94,151.00,2
238.12,161.00,2
238.30,141.00,2
238.47,159.00,2
238.65,159.00,2
238.83,159.00,2
239.00,161.00,2
239.18,158.00,2
239.36,143.00,2
239.53,164.00,2
239.71,156.00,2
239.89,159.00,2
240.06,179.00,2
240.24,172.00,2
240.42,159.00,2
240.59,160.00,2
240.77,156.00,2
240.95,166.00,2
241.12,161.00,2
241.30,1.00,2
241.48,163.00,2
241.65,152.00,2
241.83,166.00,2
242.01,145.00,2
242.18,164.00,2
242.36,170.00,2
242.54,167.00,2
242.71,170.00,2
242.89,158.00,2
243.07,176.00,2
243.24,169.00,2
243.42,163.00,2
243.60,175.00,2
243.77,160.00,2
243.95,157.00,2
244.13,162.00,2
244.30,166.00,2
244.48,167.00,2
244.66,170.00,2
244.83,163.00,2
245.01,170.00,2
245.19,159.00,2
245.36,168.00,2
245.54,168.00,2
245.72,166.00,2
245.89,162.00,2
246.07,171.00,2
246.25,164.00,2
246.42,168.00,2
246.60,167.00,2
246.78,164.00,2
246.95,162.00,2
247.13,168.00,2
247.31,164.00,2
247.48,166.00,2
247.66,165.00,2
247.84,163.00,2
248.01,164.00,2
248.19,166.00,2
248.37,167.00,2
248.54,159.00,2
248.72,171.00,2
248.90,167.00,2
249.07,168.00,2
249.25,166.00,2
249.43,165.00,2
249.60,172.00,2
249.78,164.00,2
249.96,169.00,2
250.13,163.00,2
250.31,170.00,2
250.49,171.00,2
250.66,168.00,2
250.84,168.00,2
251.02,171.00,2
251.19,167.00,2
251.37,169.00,2
251.55,164.00,2
251.72,166.00,2
251.90,162.00,2
252.08,168.00,2
252.25,160.00,2
252.43,155.00,2
252.61,159.00,2
252.78,166.00,2
252.96,165.00,2
253.14,154.00,2
253.31,164.00,2
253.49,148.00,2
253.67,160.00,2
253.84,165.00,2
254.02,162.00,2
254.20,165.00,2
254.37,160.00,2
254.55,1.00,2
254.73,1.00,2
254.90,164.00,2
255.08,194.00,2
255.26,1.00,2
255.43,1.00,2
255.61,171.00,2
255.79,1.00,2
255.96,1.00,2
256.14,172.00,2
256.32,189.00,2
256.49,164.00,2
256.67,174.00,2
256.84,154.00,2
257.02,180.00,2
257.20,159.00,2
257.37,1.00,2
257.55,150.00,2
257.73,1.00,2
257.90,149.00,2
258.08,146.00,2
258.26,167.00,2
258.43,159.00,2
258.61,169.00,2
258.79,151.00,2
258.96,141.00,2
259.14,168.00,2
259.32,1.00,2
259.49,164.00,2
259.67,144.00,2
259.85,142.00,2
260.02,158.00,2
260.20,1.00,2
260.38,151.00,2
260.55,137.00,2
260.73,150.00,2
260.91,1.00,2
261.08,1.00,2
261.26,146.00,2
261.44,1.00,2
261.61,137.00,2
261.79,150.00,2
261.97,160.00,2
262.14,162.00,2
262.32,1.00,2
262.50,157.00,2
262.67,1.00,2
262.85,1.00,2
263.03,1.00,2
263.20,1.00,2
263.38,9940.00,2
263.56,1.00,2
263.73,10074.00,2
263.91,1.00,2
264.09,1.00,2
264.26,1.00,2
264.44,1.00,2
264.62,1.00,2
264.79,1.00,2
264.97,1.00,2
265.15,10161.00,2
265.32,1.00,2
265.50,1.00,2
265.68,1.00,2
265.85,1.00,2
266.03,8676.00,2
266.21,1.00,2
266.38,98.00,2
266.56,133.00,2
266.74,1.00,2
266.91,1.00,2
267.09,10328.00,2
267.27,1.00,2
267.44,1.00,2
267.62,10135.00,2
267.80,1.00,2
267.97,1.00,2
268.15,9893.00,2
268.33,1.00,2
268.50,8900.00,2
268.68,10363.00,2
268.86,10335.00,2
269.03,1.00,2
269.21,1.00,2
269.39,10109.00,2
269.56,9904.00,2
269.74,9610.00,2
269.92,1.00,2
270.09,1.00,2
270.27,1.00,2
270.45,10070.00,2
270.62,1.00,2
270.80,1.00,2
270.98,1.00,2
271.15,9705.00,2
271.33,1.00,2
271.51,1.00,2
271.68,1.00,2
271.86,10077.00,2
