Theta,Distance,Z
292.88,10132,0
293.06,9841,0
293.23,8708,0
293.41,9602,0
293.59,1,0
293.76,10340,0
293.94,10351,0
294.12,1,0
294.29,9639,0
294.47,9638,0
294.65,9341,0
294.82,1,0
295,10078,0
295.17,10322,0
295.35,9892,0
295.53,10172,0
295.7,9241,0
295.88,1,0
296.06,1,0
296.23,9460,0
296.41,10389,0
296.59,9861,0
296.76,1,0
296.94,10064,0
297.12,10178,0
297.29,9873,0
297.47,9985,0
297.65,8506,0
297.82,1,0
298,1,0
298.18,9717,0
298.35,1,0
298.53,10222,0
298.71,10324,0
298.88,10130,0
299.06,1,0
299.24,9859,0
299.41,9168,0
299.59,10075,0
299.77,1,0
299.94,10311,0
300.12,9427,0
300.3,1,0
300.47,9138,0
300.65,9838,0
300.83,10077,0
301,1,0
301.18,10365,0
301.36,10387,0
301.53,1,0
301.71,8723,0
301.89,9584,0
302.06,1,0
302.24,10120,0
302.42,10035,0
302.59,1,0
302.77,9694,0
302.95,10053,0
303.12,9873,0
303.3,9678,0
303.48,9640,0
303.65,9359,0
303.83,9847,0
304.01,10068,0
304.18,1,0
304.36,1,0
304.54,10348,0
304.71,1,0
304.89,9255,0
305.07,9948,0
305.24,10317,0
305.42,1,0
305.6,1,0
305.77,10083,0
305.95,1,0
306.13,10378,0
306.3,9843,0
306.48,9960,0
306.66,10079,0
306.83,10215,0
307.01,10086,0
307.19,1,0
307.36,1,0
307.54,9179,0
307.72,10057,0
307.89,1,0
308.07,1,0
308.25,9966,0
308.42,9856,0
308.6,1,0
308.78,9904,0
308.95,1,0
309.13,10075,0
309.31,1,0
309.48,9637,0
309.66,1,0
309.84,9595,0
310.01,9994,0
310.19,1,0
310.37,1,0
310.54,9650,0
310.72,1,0
310.9,9705,0
311.07,9849,0
311.25,10202,0
311.43,10095,0
311.6,10117,0
311.78,9350,0
311.96,9942,0
312.13,10208,0
312.31,9940,0
312.49,1,0
312.66,10082,0
312.84,10304,0
313.02,10334,0
313.19,9658,0
313.37,1,0
313.55,1,0
313.72,10082,0
313.9,1,0
314.07,10087,0
314.25,9996,0
314.43,1,0
314.6,9001,0
314.78,1,0
314.96,1,0
315.13,9941,0
315.31,9368,0
315.49,1,0
315.66,9739,0
315.84,9961,0
316.02,10116,0
316.19,10204,0
316.37,9644,0
316.55,10109,0
316.72,1,0
316.9,1,0
317.08,1,0
317.25,9689,0
317.43,1,0
317.61,10059,0
317.78,10040,0
317.96,1,0
318.14,10335,0
318.31,1,0
318.49,9623,0
318.67,1,0
318.84,1,0
319.02,1,0
319.2,9934,0
319.37,1,0
319.55,9749,0
319.73,9442,0
319.9,1,0
320.08,1,0
320.26,1,0
320.43,1,0
320.61,10370,0
320.79,10162,0
320.96,5,0
321.14,1,0
321.32,9459,0
321.49,10077,0
321.67,1,0
321.85,1,0
322.02,9969,0
322.2,1,0
322.38,1,0
322.55,10116,0
322.73,1,0
322.91,10312,0
323.08,9428,0
323.26,9860,0
323.44,10087,0
323.61,1,0
323.79,1,0
323.97,10048,0
324.14,10174,0
324.32,10146,0
324.5,1,0
324.67,1,0
324.85,1,0
325.03,1,0
325.2,9900,0
325.38,1,0
325.56,9862,0
325.73,10160,0
325.91,1,0
326.09,9930,0
326.26,1,0
326.44,10124,0
326.62,9365,0
326.79,1,0
326.97,9824,0
327.15,1,0
327.32,9600,0
327.5,10081,0
327.68,9866,0
327.85,1,0
328.03,1,0
328.21,10083,0
328.38,9190,0
328.56,8257,0
328.74,9413,0
328.91,9144,0
329.09,10317,0
329.27,10345,0
329.44,10168,0
329.62,1,0
329.8,1,0
329.97,10323,0
330.15,9604,0
330.33,1,0
330.5,9842,0
330.68,1,0
330.86,9708,0
331.03,9830,0
331.21,1,0
331.39,8981,0
331.56,1,0
331.74,10201,0
331.92,9886,0
332.09,1,0
332.27,9838,0
332.45,1,0
332.62,9895,0
332.8,10380,0
332.97,1,0
333.15,10323,0
333.33,10325,0
333.5,9414,0
333.68,1,0
333.86,9813,0
334.03,10171,0
334.21,1,0
334.39,9851,0
334.56,1,0
334.74,1,0
334.92,1,0
335.09,10341,0
335.27,9666,0
335.45,1,0
335.62,10309,0
335.8,9908,0
335.98,10336,0
336.15,1,0
336.33,10282,0
336.51,9813,0
336.68,9235,0
336.86,1,0
337.04,1,0
337.21,10089,0
337.39,10337,0
337.57,9813,0
337.74,1,0
337.92,10071,0
338.1,9342,0
338.27,1,0
338.45,1,0
338.63,9970,0
338.8,1,0
338.98,9903,0
339.16,1,0
339.33,10356,0
339.51,9641,0
339.69,10130,0
339.86,1,0
340.04,10067,0
340.22,1,0
340.39,1,0
340.57,10167,0
340.75,10217,0
340.92,10347,0
341.1,10077,0
341.28,1,0
341.45,10323,0
341.63,1,0
341.81,1,0
341.98,1,0
342.16,10136,0
342.34,1,0
342.51,9686,0
342.69,1,0
342.87,1,0
343.04,9675,0
343.22,1,0
343.4,1,0
343.57,1,0
343.75,1,0
343.93,1,0
344.1,1,0
344.28,10381,0
344.46,9450,0
344.63,9848,0
344.81,1,0
344.99,8662,0
345.16,9265,0
345.34,10307,0
345.52,8657,0
345.69,9721,0
345.87,9642,0
346.05,9844,0
346.22,9922,0
346.4,10277,0
346.58,9713,0
346.75,9653,0
346.93,10136,0
347.11,10077,0
347.28,9723,0
347.46,10122,0
347.64,9870,0
347.81,1,0
347.99,1,0
348.17,10366,0
348.34,1,0
348.52,1,0
348.7,10199,0
348.87,10096,0
349.05,1,0
349.23,10325,0
349.4,1,0
349.58,1,0
349.76,1,0
349.93,1,0
350.11,1,0
350.29,10372,0
350.46,9888,0
350.64,1,0
350.82,1,0
350.99,1,0
351.17,1,0
351.35,1,0
351.52,9955,0
351.7,1,0
351.88,1,0
352.05,10076,0
352.23,1,0
352.4,8621,0
352.58,10204,0
352.76,1,0
352.93,10200,0
353.11,10140,0
353.29,1,0
353.46,8841,0
353.64,1,0
353.82,1,0
353.99,1,0
354.17,1,0
354.35,9930,0
354.52,10342,0
354.7,9806,0
354.88,9661,0
355.05,10048,0
355.23,1,0
355.41,1,0
355.58,10089,0
355.76,1,0
355.94,1,0
356.11,10366,0
356.29,9947,0
356.47,1,0
356.64,1,0
356.82,9828,0
357,1,0
357.17,9352,0
357.35,9896,0
357.53,1,0
357.7,1,0
357.88,8945,0
358.06,9851,0
358.23,10110,0
358.41,1,0
358.59,10335,0
358.76,1,0
358.94,1,0
359.12,9253,0
359.29,10054,0
359.47,1,0
359.65,1,0
359.82,1,0
